radiant_win,npc_dota_hero_pudge,npc_dota_hero_phantom_assassin,npc_dota_hero_legion_commander,npc_dota_hero_sniper,npc_dota_hero_slark,npc_dota_hero_juggernaut,npc_dota_hero_invoker,npc_dota_hero_axe,npc_dota_hero_riki,npc_dota_hero_mirana,Duration,TotalGoldSpent,TotalLevel,TotalKills,TotalDeaths,TotalAssists,TotalLast_hits,TotalHero_damage,Totalhero_healing,TotalTower_damage
True,0,0,0,0,0,0,0,0,0,1,3766,107600,125,54,55,111,1097,161960,0,14890
True,0,0,1,0,0,1,0,0,1,0,2894,112825,108,44,33,37,1085,82032,0,14358
True,0,0,0,0,0,0,0,1,1,0,3004,109580,115,45,32,82,1104,116203,0,15408
True,0,0,1,0,0,0,0,0,0,0,1978,64630,88,36,16,57,641,68348,1026,17111
False,0,1,0,0,1,0,0,0,0,0,1898,44705,55,22,14,5,286,38134,0,31
False,0,0,0,0,0,0,0,1,0,0,2316,73425,92,31,41,64,738,104357,8074,5330
False,0,0,0,0,0,0,1,0,0,0,2651,56090,87,27,57,58,580,83984,2889,1915
False,0,0,0,0,0,0,0,0,0,0,1882,45460,74,22,38,55,539,53271,262,2206
True,0,0,1,0,0,0,0,1,0,0,2081,75730,94,42,11,60,623,74583,7281,18765
True,0,0,1,0,0,0,0,0,0,0,2327,87920,99,48,33,66,927,101667,3470,12680
True,0,1,1,0,0,0,0,0,0,0,2563,97055,114,61,38,69,887,99148,2882,19007
True,1,0,0,0,0,0,1,0,0,0,2023,82655,94,58,25,77,551,89571,6803,12280
False,0,0,0,0,0,0,0,0,0,0,2116,53490,76,25,38,48,572,61853,1999,5346
True,0,0,0,0,0,0,0,0,0,0,523,12750,21,7,10,15,62,4270,0,6799
True,0,0,0,0,0,0,0,0,1,0,3158,109340,116,59,61,110,967,161548,5641,12980
True,0,0,0,0,0,1,0,0,0,0,2035,89515,91,42,20,69,586,73661,4076,14270
False,1,0,0,1,0,1,0,0,0,0,3403,97450,114,40,69,72,1092,109116,0,4315
True,0,0,0,0,0,0,0,0,0,1,2622,91070,98,51,35,112,664,106783,3978,14343
False,0,0,0,0,0,0,1,0,0,0,1854,37775,67,11,42,26,289,38088,0,1259
True,0,0,1,0,0,0,1,0,0,0,2390,89650,99,39,25,65,850,135964,0,17054
False,0,0,0,0,0,0,0,0,0,0,4018,103950,119,60,82,127,1217,175246,18622,2835
False,0,0,0,0,0,0,0,0,1,0,3145,67730,99,44,74,47,478,122399,0,2442
False,0,0,0,0,0,1,0,0,0,0,3214,81110,110,46,60,110,888,172688,20474,3407
False,0,0,0,0,0,0,0,0,0,0,2171,45445,72,15,59,14,423,58281,347,369
False,1,0,0,0,1,0,0,0,0,0,3608,100920,116,64,59,77,779,133654,5963,6500
False,0,0,0,0,0,0,0,1,0,0,1455,28040,53,4,32,7,390,29232,0,434
False,0,0,0,0,0,0,0,0,0,0,2105,51610,82,33,48,70,404,92808,2226,1995
True,0,0,0,1,0,0,0,0,0,0,2433,67655,96,45,31,86,608,86285,459,15978
False,0,0,0,0,0,0,0,0,0,0,3506,109385,110,33,56,64,1046,133690,4387,254
True,1,0,0,0,0,1,0,0,0,0,2249,86825,92,30,20,30,830,56279,373,17567
True,0,0,0,0,0,0,0,0,0,0,2991,96135,108,42,36,61,1036,103732,7358,14153
False,1,1,0,0,0,0,0,0,0,0,1618,30450,58,13,25,14,217,28464,0,388
True,0,1,0,0,0,0,0,0,1,0,1973,73700,92,55,29,63,382,77615,1280,16560
True,0,1,0,0,0,0,0,0,0,0,3298,88050,112,42,43,76,1130,123063,11554,12151
True,0,1,0,0,0,1,0,0,0,0,2175,62720,83,32,41,46,450,66364,3908,10252
False,0,0,0,0,1,0,1,0,0,0,2884,82200,107,38,47,62,920,100889,0,7885
False,0,0,0,0,0,0,0,0,0,0,2020,43665,69,17,41,25,473,49609,0,5562
False,1,0,0,0,0,0,0,0,0,0,3905,108745,122,51,57,91,1320,196434,5713,9218
False,0,0,0,0,0,0,0,0,0,0,2509,55085,88,21,60,51,479,65365,2042,188
False,0,0,0,0,0,0,0,0,0,0,3268,72825,108,48,57,99,715,126780,8817,3968
True,0,1,0,0,0,0,1,1,0,0,2517,66810,87,41,27,51,468,85431,118,8062
True,0,0,0,1,1,0,0,0,0,0,2681,96590,109,34,33,45,1031,106646,661,18485
True,0,0,0,0,0,0,0,0,0,0,2829,63815,91,38,50,62,536,101911,24519,8668
False,0,1,0,0,0,0,0,0,0,0,3025,78365,99,42,52,97,717,127223,13576,14466
False,0,1,0,0,0,1,0,0,0,0,2296,74305,92,44,41,72,685,74959,3299,7942
True,0,0,0,0,0,0,0,0,0,0,1703,59395,68,24,7,55,482,40802,2278,21707
False,0,0,0,0,0,0,0,0,0,0,2915,67905,102,45,57,60,934,90763,1387,1227
False,1,1,0,1,0,0,0,0,0,0,2698,64675,90,26,50,39,704,80918,500,612
False,0,0,0,0,0,0,0,0,1,0,3109,65475,101,40,51,66,692,119968,703,259
True,0,1,0,0,0,0,0,0,0,0,2712,89260,110,53,34,95,758,124473,561,20356
True,0,0,0,0,0,0,0,0,0,0,2417,73890,100,46,42,54,706,81101,0,14827
False,0,0,1,0,1,0,0,0,0,0,2909,88580,107,44,47,102,627,126154,5576,6960
True,0,0,0,0,0,0,1,0,0,0,2862,101420,110,42,39,106,978,121236,4499,18821
False,0,1,0,1,1,0,0,0,0,0,2725,64845,95,35,68,46,430,88479,2837,738
False,1,0,0,0,0,0,0,0,0,0,2869,77210,87,23,40,51,700,76804,1485,11428
False,0,1,0,0,0,0,0,0,0,0,2848,52145,90,26,44,39,465,81246,674,2660
False,0,0,0,1,0,0,0,0,0,0,3589,100480,120,50,57,91,1067,169315,6169,9811
True,0,0,0,0,0,1,0,0,0,0,2830,96635,112,47,37,80,868,130588,0,12386
True,1,0,0,0,0,0,0,0,1,0,1373,45040,63,23,5,16,429,27947,0,3659
True,0,0,0,0,1,0,0,0,1,0,2322,102180,106,58,16,83,644,116300,3500,18123
False,0,0,1,1,0,0,0,0,0,0,2968,65935,93,31,56,58,801,106478,2109,2327
True,1,0,0,1,1,0,0,0,1,0,2422,81995,99,58,19,86,597,89090,940,14831
True,1,1,0,0,1,0,0,0,0,0,2921,98545,103,35,29,46,1051,84039,1653,18740
True,1,0,0,0,1,0,0,1,0,0,2252,74945,98,47,19,57,698,80512,0,5406
True,1,0,0,0,0,1,0,1,0,0,2989,106460,112,50,35,113,1085,148185,6579,12884
True,0,0,0,0,1,0,0,0,1,0,3335,104660,119,46,45,105,1119,173179,0,13121
True,1,1,0,0,0,0,0,0,0,0,2343,72055,95,40,32,55,557,80625,5385,11191
True,0,1,0,0,0,1,1,0,0,0,2145,85705,96,52,34,51,598,95330,1345,14062
False,0,0,0,0,0,1,0,0,0,0,2364,67265,89,25,35,44,835,101390,3837,5319
False,0,0,0,0,0,1,0,0,0,1,2146,56120,88,32,32,59,607,68428,1591,3166
False,0,0,0,1,0,0,1,0,0,1,3677,105015,119,40,48,71,1438,146233,791,3835
True,0,1,0,0,0,0,0,0,1,1,1798,62650,87,45,20,76,538,90496,345,11463
False,0,0,1,1,0,1,0,1,1,0,3327,71145,94,27,37,44,735,84130,0,4095
False,0,1,0,0,0,0,0,0,1,1,2245,48420,83,23,38,60,406,68262,0,609
True,0,0,0,0,0,0,0,0,0,1,2572,80830,98,48,34,84,658,113718,609,16723
True,0,0,0,0,0,1,0,0,0,0,1563,50795,73,28,11,50,536,40099,8118,11307
True,1,1,0,0,0,0,0,0,1,0,2396,85455,107,58,36,58,616,101268,0,16741
False,0,0,0,1,0,0,0,0,0,0,1647,24345,53,11,58,16,134,28539,2780,162
True,0,0,1,0,0,0,0,0,0,0,2775,99030,115,54,33,81,847,112645,961,16007
False,0,0,0,0,0,1,0,0,0,1,2388,45520,70,15,39,16,529,40067,0,2522
True,0,0,0,0,0,0,0,0,0,0,2197,65990,82,31,22,64,562,76475,5164,14447
False,0,0,1,0,0,1,0,0,0,0,3479,97885,114,43,52,82,1004,119894,0,4449
True,0,0,1,0,0,0,0,0,0,0,3023,80825,105,36,29,98,1076,159951,17725,10216
False,1,1,0,1,0,0,0,0,0,0,2215,55035,83,28,51,60,309,79245,1558,102
True,0,0,1,1,0,1,0,0,0,0,3444,123480,114,52,33,134,1187,155958,0,18577
False,1,0,0,0,0,0,0,0,0,0,2689,72305,94,31,42,54,592,84181,3195,1152
True,0,0,0,0,0,0,0,0,0,0,2832,90840,108,53,33,98,666,86232,0,9198
True,0,0,0,0,1,0,1,1,0,0,1702,51600,72,33,19,53,351,41829,3200,13461
True,0,0,0,0,0,0,0,0,0,0,3447,100200,119,60,54,121,917,152400,0,16629
False,0,0,0,0,0,0,0,0,0,1,2846,65200,92,37,56,81,677,100078,1109,1895
False,0,0,0,0,0,0,0,0,0,1,3347,93130,112,40,66,73,1013,125751,6900,10499
True,0,0,0,1,0,0,0,0,1,0,2780,79465,101,44,36,63,640,109896,0,15035
True,0,0,0,0,0,0,0,0,1,0,2409,85005,107,47,30,83,845,106483,784,11515
True,0,0,1,0,0,1,1,0,0,0,1643,54765,73,30,19,48,457,44542,3709,15576
False,0,1,1,0,0,0,0,0,0,0,1952,41660,71,18,48,39,350,48186,1024,714
False,0,0,0,0,0,0,0,0,1,0,3460,90600,108,49,54,64,826,151766,3865,2948
False,0,0,0,0,1,0,1,0,0,0,2779,87595,107,36,52,58,872,112786,3189,6903
True,0,0,0,0,1,0,0,0,1,0,2805,94265,112,61,29,138,745,138945,4445,11338
False,0,0,0,0,0,0,0,0,0,1,2065,40325,76,22,45,28,469,52226,527,3103
True,0,0,0,1,0,0,1,1,0,0,2742,78115,105,43,48,86,708,106130,5717,12590
True,0,0,0,0,0,1,0,0,0,1,1620,63155,76,36,13,71,508,61777,5305,10677
True,1,0,0,0,0,0,0,0,0,0,2271,68295,91,41,12,66,639,67502,0,12680
False,0,0,1,1,0,0,0,0,0,0,1962,46770,61,8,49,20,303,33701,0,1013
False,0,1,0,0,0,0,0,0,0,0,1883,26820,56,6,54,12,196,36946,108,769
False,0,0,1,0,0,0,0,0,0,1,2936,58620,87,20,45,33,681,78497,0,203
False,0,1,0,0,0,0,1,0,0,0,1652,35620,57,9,28,17,218,27038,0,96
False,0,0,0,0,1,0,0,0,0,0,1992,43870,76,26,36,46,414,55677,4807,1159
True,0,1,0,0,1,0,0,0,0,0,2821,112330,114,58,25,85,1111,139297,13364,15629
True,1,1,0,0,0,0,0,0,0,0,2461,88160,99,40,27,51,963,61383,1477,13653
False,0,0,0,0,0,1,0,0,0,0,3537,95060,113,49,58,95,1054,136760,2842,4855
True,0,0,0,0,1,0,1,1,0,0,1996,68835,94,32,8,34,873,55552,0,13294
False,0,1,0,0,1,0,0,0,0,1,2416,48120,86,20,54,33,551,71169,401,916
False,0,0,0,0,1,0,0,0,0,0,1275,20875,48,8,26,15,209,27390,1347,125
True,1,0,0,0,0,0,0,0,0,1,2030,66680,87,43,31,78,610,76400,1238,19938
False,0,0,0,1,0,1,0,0,0,0,3788,106995,122,61,58,115,1347,166390,5441,3573
True,0,0,0,0,0,0,0,0,1,1,2082,63625,64,26,12,34,493,50883,2423,12037
True,0,1,0,0,0,0,0,0,1,0,2536,89340,105,43,38,52,699,83514,1735,14337
True,0,1,1,0,0,0,0,1,0,0,1876,64515,85,45,21,69,520,74838,1057,13301
True,0,0,0,0,1,0,0,0,0,1,2661,97700,110,56,38,86,738,117540,3459,13083
True,0,0,0,0,0,0,0,0,0,1,2384,89685,95,35,36,60,742,84384,2904,15901
False,0,0,1,0,1,0,1,0,0,0,3738,115210,123,42,47,57,1334,183844,0,16842
True,0,0,1,0,0,0,0,0,0,0,2171,71090,101,59,30,118,571,105234,10495,18994
True,0,1,0,0,0,0,0,0,0,0,2075,72685,93,44,19,63,656,76174,0,14477
False,0,0,0,0,0,0,0,0,1,0,2618,58420,88,25,51,55,610,73464,1887,1253
False,0,1,0,0,0,0,0,1,0,0,2029,41080,60,13,34,25,409,57561,990,958
True,1,0,0,0,0,0,0,0,0,0,1971,51325,78,34,11,62,396,56645,2984,11148
False,0,0,0,1,0,0,0,0,0,0,3145,70890,99,38,54,82,697,108518,0,1100
False,0,1,0,0,1,1,0,0,0,0,1909,51105,66,10,32,10,411,31249,0,511
True,0,1,0,1,0,0,0,0,0,0,3000,113425,117,69,39,74,1097,134062,968,15067
True,0,0,1,0,1,0,0,0,0,1,1976,68340,90,42,10,83,628,74036,7443,10871
True,0,0,0,0,1,0,0,0,0,0,1398,53050,67,56,16,34,340,64166,257,13273
False,0,1,0,0,0,1,0,0,0,0,2993,87035,105,64,61,60,533,157319,663,2407
False,0,0,0,0,0,0,0,0,0,0,2850,77050,104,36,51,49,841,90346,8484,2646
True,0,1,0,0,0,0,0,0,0,0,649,16010,35,8,2,13,126,9347,640,1518
True,0,0,0,0,0,1,1,0,0,0,2490,106260,112,45,35,73,1059,135651,357,13867
True,0,1,0,0,0,0,0,0,0,0,4412,147050,117,78,62,79,1322,192144,0,13307
False,0,0,0,0,0,0,0,0,0,0,2877,63815,93,26,60,53,723,72898,9371,4798
False,0,1,0,0,0,0,0,0,0,0,2242,53870,89,30,57,46,493,72361,460,1426
False,0,0,0,1,1,0,0,0,0,0,3206,74630,105,26,44,48,989,106198,265,372
False,0,0,0,0,0,0,0,0,0,0,2885,87705,105,28,55,50,1064,119252,1726,4183
False,0,0,0,0,0,0,0,0,0,0,2386,66345,91,17,40,54,613,72621,3992,673
True,0,0,0,0,0,0,0,0,0,0,2480,87805,101,49,21,61,587,90093,6335,16768
False,0,0,0,0,0,0,0,1,0,0,2111,52410,79,20,38,31,603,57678,0,820
True,0,0,0,0,0,0,0,1,0,0,3034,86065,107,45,39,94,762,110275,6835,16303
True,0,0,0,0,0,0,0,0,0,0,3263,108270,122,78,55,124,984,175777,3739,12389
True,0,0,0,1,0,0,0,0,0,0,463,14515,18,8,2,19,59,4871,0,7109
True,0,0,0,1,0,0,1,0,0,0,2555,88875,108,54,52,72,752,124908,12512,10468
True,0,0,0,0,0,1,0,0,0,0,2255,63655,90,33,29,66,638,66193,4864,19625
False,0,0,0,1,0,0,0,0,0,0,2075,39510,66,14,41,20,426,67312,12,2584
True,1,0,0,0,0,0,0,0,0,1,2030,79730,93,39,21,75,818,68943,2478,18830
True,0,1,0,0,0,0,0,1,0,0,2758,81745,106,35,47,49,879,112583,2146,12001
False,0,0,0,0,0,0,0,0,0,0,2063,47200,79,22,37,26,573,57103,1695,4237
True,0,0,0,1,0,0,0,0,0,0,2407,86805,104,75,28,80,481,110254,250,14250
False,1,1,0,0,0,0,0,0,0,0,2716,65005,92,31,37,59,500,72518,0,717
True,0,0,0,0,0,0,0,0,1,0,2901,104090,113,53,23,85,833,141691,793,11250
True,1,0,0,0,0,1,0,0,0,0,2998,80985,116,71,43,114,795,167714,0,14358
False,0,0,0,0,1,0,0,0,0,1,3597,98365,115,60,65,109,783,160506,0,18466
False,0,1,0,0,0,1,0,0,0,1,2220,46175,78,31,52,34,422,64045,0,835
True,1,0,0,0,0,0,0,0,0,0,1853,60865,76,34,15,36,432,47109,0,14292
True,0,0,0,0,0,0,0,0,0,0,2535,77900,95,37,35,63,692,86749,15326,16366
False,0,0,0,1,0,0,0,0,0,0,2827,73795,104,33,53,72,739,122837,0,1351
False,1,0,0,0,0,0,1,0,0,0,1961,35840,49,17,47,32,234,39865,800,3135
False,1,0,0,0,0,0,0,0,0,0,4070,114650,119,51,108,70,1139,144924,0,2633
False,0,0,0,0,0,0,1,0,0,0,3268,72650,104,31,64,74,649,119039,3503,1133
True,1,0,0,0,0,0,0,0,0,0,2559,97525,94,24,18,60,947,72096,888,17998
False,1,1,0,0,0,0,0,0,0,0,2818,69950,95,27,48,29,753,69747,1898,1132
False,1,0,0,0,0,1,0,0,0,0,2068,47565,78,27,58,54,249,63533,2746,1886
False,1,0,0,0,0,0,0,0,0,0,3036,83540,111,46,62,77,745,121676,0,7730
True,0,1,0,0,0,0,0,0,0,0,2077,65160,86,43,31,68,576,71579,8215,10883
False,0,0,1,1,0,0,1,0,0,0,3555,103095,114,29,49,79,1486,143621,0,10340
True,0,1,0,1,0,0,0,0,0,0,2457,77215,99,44,37,45,708,89255,1514,8607
False,0,0,0,0,1,0,0,0,0,1,2880,91765,108,37,48,57,1121,120711,747,8615
True,0,1,0,0,0,0,0,0,0,0,2446,68130,90,34,44,47,600,80382,1527,7112
True,0,0,0,0,0,0,1,0,0,0,2474,80160,99,38,25,75,665,96083,2357,17061
True,0,0,0,0,0,1,0,0,0,0,1644,60165,77,36,16,67,476,61254,4539,15522
True,0,0,0,0,0,0,0,0,0,0,3299,101395,118,51,60,121,957,148390,4523,12465
True,0,0,0,0,0,0,0,1,0,0,2659,84735,105,45,32,68,883,97249,0,17230
False,0,1,0,0,0,0,0,0,0,0,1705,27875,57,9,43,9,340,29484,746,80
False,0,0,0,0,0,0,1,0,0,0,2178,55820,85,37,53,73,440,68214,7570,1536
True,0,0,0,0,0,0,0,0,0,0,2575,93145,106,64,40,71,747,117693,0,13715
False,0,0,0,0,0,1,0,0,0,0,1465,29075,53,8,21,8,403,21877,3368,855
True,0,0,0,0,1,0,1,0,0,0,1908,71090,92,49,12,67,549,72270,2503,15713
False,0,0,0,0,0,0,0,0,0,0,0,200,5,0,1,0,0,0,0,0
True,0,1,0,0,0,0,0,1,1,0,2633,67830,102,34,56,49,594,116091,0,8859
False,0,1,0,1,0,0,0,0,0,0,3182,79325,101,42,48,63,964,109935,804,3420
True,0,1,0,0,0,1,1,0,0,0,2352,67120,67,42,22,19,372,79788,0,16818
True,0,0,0,1,0,0,1,0,0,0,1285,49710,61,28,11,71,290,50386,5417,14610
False,0,1,0,0,0,0,0,1,0,0,2667,57295,101,26,60,47,671,83761,2710,551
False,0,0,1,0,0,0,0,0,0,0,2175,48645,77,24,49,38,468,69824,0,3483
False,0,0,0,0,0,0,0,0,0,0,1946,42520,66,11,34,19,451,35782,234,1614
False,0,0,0,0,0,0,0,0,0,0,2544,52680,91,24,50,39,645,82615,3722,1877
True,0,0,1,0,0,0,0,0,0,0,2367,85595,103,57,25,72,670,104285,4273,14317
True,1,1,0,0,0,0,0,0,0,0,2368,85635,99,70,26,60,504,105733,1385,6136
False,1,0,1,0,0,0,0,0,0,0,3084,67455,101,36,65,60,655,96763,3713,2778
False,0,0,0,0,0,0,0,1,0,0,2086,38265,66,18,34,24,413,38536,933,804
True,0,0,0,0,0,0,0,0,0,0,3266,104100,111,47,48,93,1019,132876,8972,19720
True,1,1,0,0,0,0,0,0,0,0,2197,74230,93,51,29,66,544,84867,4905,8767
False,0,0,0,0,0,1,0,0,0,0,2008,46195,72,23,32,39,463,58398,826,7418
True,1,0,1,0,0,0,0,0,0,0,2403,75465,98,31,41,61,800,77259,2260,8793
False,1,0,0,0,0,0,0,1,0,1,2530,69690,90,33,37,67,692,82214,0,2270
True,0,0,0,0,0,1,0,1,0,0,1796,64950,91,59,36,78,465,78478,1734,10390
False,0,0,0,0,1,0,0,0,0,0,2926,75645,105,37,53,72,751,95227,0,1450
True,0,0,1,0,0,0,0,0,0,0,1480,53535,74,34,13,50,453,47362,539,19491
False,0,0,1,1,0,0,0,0,0,0,3195,81400,111,38,73,64,707,105862,871,5245
False,0,1,0,1,0,0,1,0,0,0,2797,75435,96,27,40,51,767,85599,1345,1371
True,0,1,0,1,0,0,0,0,0,0,1791,68740,82,42,8,89,445,70074,3468,14772
True,1,0,0,0,0,0,0,1,0,0,1980,78270,90,37,13,71,651,66080,0,10736
True,0,0,0,0,0,1,0,0,0,0,2841,105225,105,59,41,77,818,129123,7397,14622
False,0,1,0,0,0,0,0,0,0,0,3187,74340,105,48,63,74,908,151367,13373,3345
False,1,0,0,0,0,1,0,1,0,1,3961,111550,122,46,68,101,1372,234901,0,8352
True,0,0,0,0,0,1,0,0,0,0,1910,72530,83,37,12,68,574,56900,2882,15951
True,0,0,0,0,1,0,0,0,0,0,1618,63950,73,33,15,52,452,53164,400,17554
False,0,0,0,0,1,0,1,0,0,1,3085,80105,104,44,34,73,978,116999,0,4606
True,0,0,0,0,0,0,0,0,0,0,2759,78850,102,36,37,85,834,122488,15631,17006
False,1,0,0,1,0,0,0,0,0,0,3279,80760,105,39,48,80,846,127766,0,4444
True,0,0,0,1,0,0,0,0,1,0,2216,73400,96,53,16,86,676,72073,510,12888
True,1,1,0,0,0,0,1,0,0,0,1893,60300,86,52,20,104,429,73984,7808,15028
False,0,1,0,0,0,0,0,0,0,1,1788,28455,54,9,35,24,179,47777,227,181
True,1,0,0,0,0,0,1,0,1,1,2913,76635,104,45,45,81,534,108517,0,12104
False,0,1,0,0,0,0,0,0,0,0,1490,26625,52,14,50,23,127,27103,13,40
True,0,0,0,0,1,0,0,0,0,0,3580,138000,120,49,31,49,1608,135731,6336,16896
True,0,1,0,0,0,1,0,0,0,0,3480,107090,117,46,65,70,940,122461,2981,16151
True,0,1,0,0,0,0,0,0,0,0,2915,77890,100,46,57,79,627,112718,10628,10486
False,0,0,0,1,0,0,0,0,1,1,1967,38435,67,10,46,8,473,28340,0,1613
True,0,0,0,0,0,0,0,0,1,0,2556,74095,99,45,24,75,611,79086,943,13471
True,0,0,0,0,0,0,1,0,0,0,4191,131795,124,48,51,90,1760,176141,0,19548
False,0,0,0,1,0,1,0,0,0,0,3010,79575,97,27,49,49,848,100927,16860,12081
False,1,0,0,0,0,0,0,0,0,0,1963,51415,67,14,20,22,538,32824,377,1317
True,1,0,0,1,0,0,1,0,0,0,2068,62835,81,24,31,37,544,56532,2851,12705
True,0,1,1,0,0,1,0,0,0,0,1501,62020,74,48,8,74,433,61073,942,8990
False,0,0,0,1,0,1,0,0,0,0,1793,28160,58,6,32,5,363,31776,0,112
False,0,0,0,0,0,0,0,0,0,0,3413,106915,110,38,54,62,1036,129867,833,12601
False,0,0,0,0,0,0,0,0,0,0,3002,69135,96,26,51,50,784,94020,4532,1561
True,0,0,0,0,0,0,0,0,0,1,2234,75640,95,38,13,61,680,77735,3416,13874
True,0,0,0,0,0,0,1,0,0,0,2872,91555,110,42,40,84,681,96776,0,15966
True,0,0,1,0,1,0,0,0,0,0,3153,93265,117,64,50,120,760,135392,5658,12141
True,0,0,0,0,0,0,0,0,0,1,2602,91060,103,35,38,46,950,84307,926,17872
False,0,0,0,0,0,0,0,1,0,0,3303,64810,101,32,49,78,789,105219,0,1418
False,0,1,0,0,0,0,0,0,1,0,3008,85390,111,64,53,80,596,166780,7482,7351
False,0,0,0,0,0,0,0,0,0,0,3143,85840,115,45,63,104,513,123593,34056,5319
False,1,0,0,0,0,1,0,0,1,0,3337,84430,118,59,54,100,777,163980,3066,5710
False,0,0,0,0,0,0,0,0,0,0,2746,77875,105,36,52,73,902,110719,4463,5186
False,0,1,0,0,0,0,0,0,0,0,1673,29475,45,2,50,4,187,19932,0,1060
False,0,0,1,0,0,1,0,0,0,0,3021,78875,111,47,46,78,876,119228,3844,2774
True,0,0,1,0,0,0,0,0,1,0,2453,78110,100,40,27,80,840,91033,4752,15537
True,0,0,0,0,0,0,0,1,0,0,1085,26550,52,14,13,16,287,19751,0,2631
True,1,0,0,0,0,0,0,0,0,0,1268,37135,54,24,2,67,208,28269,7540,20250
False,0,0,0,0,0,0,0,0,0,0,2902,81230,101,38,55,77,718,84650,5785,1207
False,1,0,0,0,0,0,0,0,0,0,2687,63540,95,28,41,43,737,72335,0,3110
False,0,0,0,0,1,0,0,0,0,0,1611,24930,36,7,15,1,135,15877,0,446
True,0,0,1,1,0,0,0,0,0,0,2081,63805,85,33,39,46,538,58283,400,16683
True,0,0,0,0,0,0,0,0,1,0,3263,99960,119,61,60,106,666,149693,5959,14191
False,1,0,0,0,1,0,0,0,0,0,3632,91690,124,64,75,108,799,167244,8280,5377
False,0,1,0,0,0,0,0,0,0,0,2671,67620,91,36,66,64,557,72577,1662,2240
False,0,0,0,1,0,0,1,0,0,0,1757,50545,65,17,26,31,473,44689,1134,3246
True,1,0,0,0,0,0,1,0,0,0,1505,52285,73,32,12,51,394,48644,3854,9043
True,0,1,0,0,0,0,0,1,0,0,2938,76660,106,43,41,72,825,84203,10472,8807
False,0,0,0,0,0,0,0,0,0,0,3063,83440,105,41,43,61,1119,100722,8425,4727
False,0,0,0,0,0,1,1,0,0,0,2330,61340,86,20,41,21,771,80228,7045,850
False,0,0,0,0,0,1,0,1,0,0,3357,90025,111,61,62,87,958,209644,875,2876
True,1,0,0,0,0,0,0,0,0,0,2445,85705,98,46,28,60,603,83431,5754,12833
True,0,1,0,0,0,1,0,0,0,0,1805,59345,71,12,19,21,623,40758,3327,14132
False,1,1,0,0,0,0,1,0,0,0,1969,50535,79,33,41,33,368,55616,356,787
True,0,0,0,0,1,0,0,0,0,0,2893,84645,99,32,40,78,705,98502,10956,15843
True,0,0,0,0,0,0,0,0,1,0,2495,78185,96,30,29,75,729,104062,14645,12649
False,0,0,0,0,0,0,0,0,0,1,3167,74980,113,48,52,103,935,133615,0,5331
True,0,0,1,0,0,0,0,0,0,1,3317,103395,118,38,47,58,1276,119140,0,14124
True,0,1,0,0,0,0,0,0,0,0,2665,86575,97,49,48,79,614,109306,747,17050
True,0,0,0,0,0,0,0,0,0,0,2928,94995,111,42,44,88,894,116601,5047,15645
False,0,1,0,0,1,0,1,0,0,0,2304,51615,81,23,41,46,513,70754,1006,2863
False,0,0,0,1,0,0,0,0,0,0,3142,79370,103,51,61,62,792,155483,8058,9452
