radiant_win,npc_dota_hero_pudge,npc_dota_hero_phantom_assassin,npc_dota_hero_legion_commander,npc_dota_hero_sniper,npc_dota_hero_slark,npc_dota_hero_juggernaut,npc_dota_hero_invoker,npc_dota_hero_axe,npc_dota_hero_riki,npc_dota_hero_mirana,Duration,AboveAverGoldSpent,AboveAverLevel,AboveAverKills,AboveAverDeaths,AboveAverAssists,AboveAverLast_hits,AboveAverHero_damage,AboveAverTower_damage
False,0,0,0,0,0,0,1,0,0,0,4131,3,4,2,4,2,2,3,3
True,1,0,0,0,0,0,0,0,0,1,2938,2,2,2,3,3,2,2,2
True,1,0,1,0,0,0,0,0,0,0,4249,4,4,3,2,3,3,4,2
True,0,0,0,0,0,0,1,0,0,0,2003,2,2,2,2,3,2,1,2
False,1,0,1,1,0,0,0,0,0,0,2914,3,4,2,1,3,3,2,2
True,0,0,0,1,1,0,1,0,1,0,3395,2,3,3,2,2,2,3,2
False,1,0,0,0,0,0,0,0,0,0,3219,2,1,3,3,3,2,2,1
True,0,0,1,1,0,0,0,0,0,0,1558,2,3,2,2,3,2,2,3
False,0,0,0,0,0,0,0,0,0,0,3106,2,3,2,2,1,2,1,2
False,1,0,0,0,0,1,0,0,0,0,2995,3,3,2,2,2,3,3,2
False,0,0,0,0,0,0,0,0,0,0,2825,2,2,2,3,4,3,2,2
False,0,1,1,0,0,0,0,0,0,1,3232,3,3,2,2,3,2,1,2
True,0,0,0,0,0,0,0,0,0,0,2011,2,2,1,3,3,2,1,1
False,0,0,0,0,0,0,0,0,0,0,1983,2,3,2,3,3,2,2,2
False,0,0,0,0,0,0,0,0,0,0,2084,3,3,2,3,2,3,3,1
True,0,0,0,1,1,0,0,0,1,0,3032,2,3,2,2,3,4,2,2
True,1,0,0,0,0,0,0,0,0,0,4172,2,4,2,3,3,2,2,1
False,1,0,0,0,0,0,0,0,0,0,2781,3,3,2,2,3,2,2,2
False,0,0,0,0,0,0,0,0,0,0,2980,2,3,3,2,2,3,3,2
False,0,1,0,0,0,0,0,0,0,0,2033,2,2,2,2,3,3,3,1
True,0,1,0,0,0,0,0,0,0,0,2825,3,3,2,2,3,3,2,2
True,0,0,1,0,0,0,0,0,0,0,3313,2,4,3,1,1,1,4,1
True,1,0,0,0,0,1,0,0,0,1,4219,2,3,3,2,3,2,2,2
False,0,0,0,0,0,1,0,0,0,0,2393,3,3,2,2,4,2,2,3
False,0,0,0,0,0,0,0,0,0,0,3602,1,1,3,3,3,2,3,2
False,1,0,0,1,0,0,0,0,0,0,2401,2,3,2,3,1,2,3,2
True,0,0,0,0,0,0,0,0,0,0,2046,2,2,2,3,2,2,2,2
False,0,0,0,0,1,0,0,1,0,0,2311,2,2,2,2,3,3,3,1
False,0,0,0,1,0,1,0,0,0,0,2808,2,3,2,3,4,3,3,1
True,0,0,0,0,0,1,0,0,0,0,2460,2,2,2,2,3,2,2,2
True,0,0,0,0,0,0,0,0,0,1,2939,3,3,2,3,3,3,2,3
True,0,0,0,0,0,1,0,1,0,0,2684,2,2,3,3,2,2,1,2
True,0,0,1,0,0,1,0,1,0,0,2376,3,3,3,3,3,3,2,2
True,1,0,0,0,0,0,1,0,0,0,1608,2,3,2,2,2,3,2,3
False,0,1,1,0,0,0,1,0,0,0,2421,3,2,2,4,3,3,2,2
False,0,1,0,0,0,0,1,0,0,0,2200,4,3,2,3,2,3,1,2
False,0,0,0,0,0,0,1,0,0,1,2810,2,3,1,2,1,3,1,2
True,0,0,0,0,0,1,0,0,1,0,3464,3,3,2,3,2,3,2,3
False,0,0,0,0,0,0,0,0,0,0,2901,3,3,2,3,4,4,1,3
True,0,0,1,1,0,0,0,0,0,0,2000,2,3,1,3,3,3,1,1
False,0,0,0,0,0,0,0,0,1,0,1999,3,3,2,2,2,2,2,1
False,0,0,0,0,0,0,0,0,0,0,2495,2,3,3,4,3,3,3,2
True,1,1,0,0,0,1,1,0,0,0,2661,3,3,3,2,3,2,3,3
True,0,0,1,0,0,0,0,0,0,0,2504,1,1,2,4,3,1,2,1
True,0,0,1,1,0,0,0,0,0,0,3368,3,3,2,3,2,2,2,3
True,0,0,0,0,1,0,0,0,0,0,613,2,3,3,1,3,3,3,2
True,0,0,0,0,0,0,0,0,0,1,2600,3,3,3,2,2,2,3,2
False,0,0,0,1,0,0,0,0,0,0,4351,3,5,3,2,3,3,1,3
True,0,1,0,1,0,0,1,0,0,1,3370,2,3,2,2,2,1,3,1
False,0,0,1,0,1,0,0,0,0,0,2569,3,3,2,2,2,3,2,2
True,0,1,0,1,0,0,0,0,0,0,2101,2,2,2,3,3,2,2,2
False,0,1,0,0,0,0,1,1,0,0,3212,3,3,2,3,4,2,3,1
False,0,0,0,0,1,0,0,1,0,0,3207,3,4,2,2,3,3,2,2
True,0,1,0,0,0,0,0,0,0,0,2346,3,3,3,1,3,2,2,1
False,0,0,1,0,0,0,0,0,0,0,2930,4,4,3,2,3,3,2,2
True,1,0,0,0,0,0,0,0,0,0,2780,2,3,2,2,2,2,2,2
False,0,0,1,0,0,0,1,0,0,0,2704,3,2,3,1,2,2,3,3
False,0,1,0,0,1,0,0,0,0,0,2651,3,2,1,3,3,3,3,2
True,0,0,1,0,0,1,0,0,0,0,3339,2,3,3,2,2,2,1,2
False,0,1,1,1,0,0,0,0,0,0,2638,2,3,2,2,2,2,3,3
False,1,0,0,0,0,0,0,0,0,0,1423,3,3,2,2,2,3,2,2
False,0,0,0,0,0,0,0,0,0,0,2663,3,3,2,3,3,2,2,3
True,0,0,1,0,0,0,1,0,0,0,3420,2,4,3,2,3,2,3,1
False,1,1,0,0,0,1,0,0,0,0,2928,3,2,3,3,2,3,3,1
True,0,1,0,1,1,0,1,0,0,0,1672,2,3,1,2,2,2,1,1
False,0,1,0,0,0,0,0,0,0,0,3654,3,3,3,2,2,2,3,1
False,0,1,0,0,0,0,0,0,0,0,2872,2,2,4,2,2,1,2,2
True,0,0,0,0,0,0,0,0,0,0,2846,3,3,3,1,2,2,3,2
False,0,0,0,1,0,0,0,0,0,0,3828,2,4,2,2,3,2,1,2
False,0,0,0,0,0,0,0,0,0,0,1736,2,3,1,3,3,3,2,1
False,0,1,0,0,1,0,0,0,0,0,2725,2,3,3,2,3,2,2,3
False,0,0,0,0,0,0,1,0,0,0,3023,2,2,2,2,2,2,2,1
False,1,0,0,0,0,0,0,0,0,0,2883,3,3,3,3,3,2,3,3
True,0,1,0,1,0,0,0,0,0,0,2235,3,3,3,2,4,2,3,3
True,0,1,0,0,0,1,0,0,0,0,2283,1,2,2,3,3,2,1,2
False,0,1,0,0,0,0,0,0,0,0,1844,2,2,3,1,4,2,3,2
False,0,1,0,1,0,0,0,0,0,0,1993,2,3,2,3,2,1,3,1
False,0,0,0,1,0,0,0,0,0,0,2630,2,3,2,2,4,3,2,2
True,0,0,1,0,0,0,0,0,0,0,2096,3,2,3,3,3,3,2,1
True,1,0,1,0,0,0,0,0,0,0,3078,2,4,2,2,2,2,3,1
True,0,0,0,0,0,0,0,0,0,1,2276,2,2,3,3,3,2,1,2
False,1,0,1,0,0,1,0,0,0,0,1873,2,3,3,3,3,2,3,1
True,0,0,0,0,1,0,1,0,0,0,3189,3,3,2,3,3,1,2,2
True,0,0,1,0,0,0,0,0,0,0,1816,3,3,2,3,3,3,4,2
False,1,0,1,0,1,0,0,0,0,0,3161,3,3,2,3,3,3,1,3
False,1,1,0,0,0,0,0,0,0,0,4483,2,3,2,3,2,2,1,2
True,0,0,0,1,0,0,0,0,0,0,2959,3,3,2,3,3,3,3,2
True,0,0,0,0,0,0,0,0,0,0,3249,2,3,2,2,2,3,2,2
False,0,0,0,0,0,1,0,0,0,0,1988,3,3,3,2,3,3,2,1
True,0,1,0,1,0,0,0,0,0,0,2673,4,3,2,2,2,3,2,2
True,0,0,0,0,0,0,0,0,0,0,2109,2,3,3,2,3,2,3,1
True,0,0,0,1,0,1,0,1,0,0,4208,2,5,2,4,2,3,3,2
False,0,0,1,0,0,0,0,0,0,0,2461,3,3,3,2,4,2,2,3
True,0,1,0,1,0,0,0,0,0,0,2576,3,3,2,3,2,3,2,2
True,0,0,0,0,1,0,0,0,0,0,2353,2,2,2,2,2,2,3,1
False,0,0,1,1,0,1,0,0,0,0,1673,2,1,2,3,3,3,2,3
False,0,0,0,0,0,0,0,0,0,1,2599,3,2,3,3,3,3,2,2
True,0,1,0,0,0,0,0,0,1,0,1767,1,3,3,4,3,2,2,1
True,0,0,0,0,0,0,0,0,0,0,2681,3,2,3,2,3,3,3,3
True,0,0,0,0,0,0,0,0,0,1,2833,2,2,2,3,3,2,2,2
True,0,1,0,0,0,0,0,0,0,0,2046,2,2,2,2,3,2,2,1
False,0,0,0,0,0,0,0,1,1,0,1519,3,2,2,4,2,3,2,2
True,0,0,1,0,0,0,1,0,0,1,2489,4,4,3,2,3,4,1,3
False,0,0,0,0,0,0,0,0,0,0,2099,3,3,2,2,3,1,3,2
True,0,0,0,0,0,0,1,0,0,0,3279,2,2,2,4,1,2,2,2
False,0,1,0,0,0,0,0,0,1,0,5056,2,5,1,3,1,3,2,2
False,0,0,0,1,0,0,0,0,1,0,3505,4,3,2,2,2,3,3,2
False,1,0,0,0,1,1,0,0,0,0,2526,3,2,3,3,3,3,2,1
True,0,1,1,0,0,0,0,0,0,0,1749,2,3,2,2,3,3,2,2
True,1,0,1,0,0,0,0,0,0,0,1834,2,3,3,1,3,3,2,3
False,0,0,1,0,0,0,0,0,0,0,2084,2,4,2,3,3,3,1,2
True,0,0,0,0,0,0,0,1,0,0,2731,2,3,4,2,2,2,1,2
False,1,0,0,0,0,1,0,0,0,0,3256,2,3,2,2,1,3,2,3
False,0,0,0,0,0,0,0,0,1,1,2971,1,3,2,3,2,1,3,2
False,0,1,0,0,0,0,0,0,0,0,3254,2,2,2,1,3,3,2,3
False,0,0,0,1,0,0,0,0,1,0,2229,2,2,2,3,2,2,1,2
False,1,0,0,0,0,0,1,0,0,1,2566,3,3,3,2,3,3,3,3
False,0,0,0,0,0,0,0,0,0,0,2978,3,3,2,3,2,3,3,1
True,1,0,1,0,0,0,0,0,1,0,2263,2,2,3,2,2,2,3,2
True,0,1,0,0,1,0,0,0,1,0,3040,3,3,2,3,3,3,3,2
False,0,0,0,0,1,0,1,0,0,0,2536,3,2,2,3,2,2,3,1
False,0,0,0,0,0,1,0,0,0,1,2603,3,3,3,3,2,4,2,2
False,0,0,0,1,0,0,0,0,0,0,2596,2,2,3,2,3,1,3,2
True,0,0,1,0,0,0,0,0,0,0,2733,3,2,1,1,3,3,2,2
True,0,1,0,0,0,0,0,0,0,0,2907,3,3,3,4,2,3,3,2
True,1,0,0,0,0,0,0,0,0,0,2052,3,2,3,3,3,2,3,2
True,0,0,0,0,1,0,0,1,0,0,2879,2,3,2,2,3,2,2,2
True,0,0,0,0,0,0,1,0,0,0,1692,3,4,2,3,3,2,2,2
True,0,1,0,0,0,0,0,0,0,0,2843,3,3,2,2,3,3,2,2
True,1,0,0,0,0,0,0,0,0,0,1982,2,3,3,2,3,2,3,2
True,1,0,0,0,0,1,0,0,0,0,1929,1,1,1,2,4,1,1,1
True,0,0,0,0,0,0,0,0,1,1,3067,3,3,2,3,2,2,2,1
True,0,1,0,0,0,0,0,1,0,0,2034,3,3,3,2,2,3,1,2
False,0,0,0,1,0,0,0,1,0,1,1847,2,2,3,2,2,2,4,1
True,1,0,0,0,0,0,1,0,0,0,2786,2,3,2,4,4,4,2,1
False,0,0,0,1,0,0,0,0,0,1,2634,3,3,3,2,2,2,3,3
True,0,0,0,0,0,1,0,0,1,0,3106,3,3,2,3,3,3,2,2
True,0,0,0,0,0,0,0,0,0,0,3543,3,4,2,2,1,3,2,3
False,0,1,0,0,0,0,0,0,0,0,3611,2,3,2,3,2,3,4,3
True,0,0,0,1,1,0,0,1,0,0,4083,2,4,2,2,3,2,3,1
False,1,0,1,0,0,0,1,0,0,0,1837,2,2,2,2,2,2,2,2
False,1,0,0,0,0,0,0,0,0,1,2195,4,4,3,2,4,3,2,2
True,0,1,0,1,0,0,0,0,0,1,1680,3,4,2,4,3,2,2,1
False,0,0,0,1,0,0,0,0,1,0,2723,3,3,1,2,2,3,2,1
False,1,1,0,0,0,0,0,0,0,0,2425,3,3,2,2,1,3,2,2
False,0,1,0,0,1,0,1,0,0,0,2067,3,3,4,3,2,2,3,1
True,0,0,0,0,0,0,0,0,0,0,3491,4,3,2,3,3,2,3,2
False,0,0,0,0,0,0,0,0,0,0,2327,2,2,4,3,2,2,2,1
True,0,0,1,1,0,0,0,0,0,0,2111,2,2,2,2,3,2,2,2
False,0,0,0,0,0,0,0,1,0,0,2636,2,2,2,3,3,2,2,2
True,0,0,0,0,0,0,0,0,0,0,3030,3,3,3,3,2,3,1,1
True,0,0,0,0,0,0,0,1,0,1,3807,2,4,3,3,1,2,3,2
True,0,0,0,1,0,0,0,0,0,1,2981,3,2,3,2,3,3,2,2
True,0,0,0,0,0,0,0,0,0,1,1460,3,2,3,2,1,3,3,2
True,0,1,1,0,0,0,0,0,0,1,2996,3,3,2,3,4,2,2,1
True,0,0,1,0,0,0,0,0,0,0,1341,2,2,1,2,2,2,2,1
True,0,0,0,0,0,0,0,0,0,0,2715,3,3,2,2,2,3,2,2
True,0,1,0,0,0,0,0,0,0,0,3184,2,3,2,3,2,3,2,2
True,0,0,1,0,0,0,0,0,0,0,2207,4,4,2,2,3,3,2,2
True,0,0,0,0,0,0,0,0,0,0,2219,1,1,2,3,3,1,2,2
True,0,0,0,0,0,0,0,0,0,0,2449,3,1,1,2,2,3,3,1
True,0,1,0,0,1,0,0,0,1,0,2698,2,4,2,2,3,3,2,2
True,0,0,1,1,0,0,0,1,0,1,2393,3,2,3,2,2,3,3,1
True,1,0,0,0,0,0,0,0,0,0,1929,2,2,1,3,3,2,2,1
True,0,1,0,0,0,0,0,0,0,0,2563,3,3,3,1,1,3,3,2
True,0,1,0,0,0,0,0,0,0,0,2213,2,2,1,2,4,3,1,1
False,0,1,0,0,0,0,0,0,0,0,3784,3,4,3,2,3,2,3,2
False,0,1,0,0,0,1,0,0,0,0,2607,2,1,1,1,2,2,3,2
True,0,0,0,1,1,0,0,0,0,0,2821,3,2,1,2,3,2,3,2
True,1,1,0,1,0,0,0,0,0,1,2107,3,2,3,3,3,2,3,2
True,1,0,0,0,0,0,0,0,0,1,1249,1,2,2,1,3,3,1,3
False,1,0,0,0,0,0,0,0,0,0,2188,3,2,3,3,3,3,3,3
True,0,0,0,0,0,0,0,0,1,0,3643,1,3,2,2,2,2,2,1
False,0,0,0,0,0,1,1,0,0,0,2823,3,4,3,3,4,3,2,2
False,0,0,0,0,0,0,0,1,0,0,3718,2,3,3,2,3,3,2,2
True,1,0,0,0,1,0,0,0,0,0,2339,3,4,2,3,3,2,2,2
True,0,1,0,0,0,0,0,1,0,0,1786,3,3,2,2,2,2,2,1
True,0,0,0,0,0,0,0,0,0,0,3451,2,2,3,2,3,2,3,3
False,1,0,0,0,0,0,0,1,1,0,3319,2,2,3,3,4,2,2,2
