radiant_win,npc_dota_hero_pudge,npc_dota_hero_phantom_assassin,npc_dota_hero_legion_commander,npc_dota_hero_sniper,npc_dota_hero_slark,npc_dota_hero_juggernaut,npc_dota_hero_invoker,npc_dota_hero_axe,npc_dota_hero_riki,npc_dota_hero_mirana,Duration,AboveAverGoldSpent,AboveAverLevel,AboveAverKills,AboveAverDeaths,AboveAverLast_hits,AboveAverHero_damage,AboveAverTower_damage,Highest1AverageItemCost,Highest2AverageItemCost,Highest3AverageItemCost,Highest4AverageItemCost,Highest5AverageItemCost,AboveAverItemCost
True,0,0,0,0,0,0,0,0,0,0,2366,3,4,2,2,3,3,2,3640.0,3070.0,2712.0,2175.0,1337.5,3
True,0,0,0,0,0,0,0,0,0,0,1200,2,3,2,4,2,2,1,2935.0,2324.0,1668.0,1228.75,1162.0,2
True,0,1,0,1,0,0,0,0,0,0,2235,2,3,2,1,3,2,2,3883.0,2835.0,2732.0,2531.25,1047.0,3
True,0,1,0,0,1,0,0,0,0,1,3695,1,4,2,2,2,3,3,4345.0,3830.0,3500.0,2975.0,2085.0,3
True,0,0,1,0,0,0,0,0,0,0,1882,2,1,2,3,2,2,2,3866.25,3710.0,2750.0,1577.0,1244.0,3
True,0,0,0,0,0,1,0,0,0,0,3678,2,2,2,1,3,3,2,3873.0,3330.0,2536.0,2480.0,2055.0,2
True,0,1,0,0,0,0,0,0,0,0,2838,3,3,2,1,3,2,1,4323.0,3200.0,2725.0,1660.0,802.5,3
False,0,0,1,0,0,0,0,0,0,0,4001,3,4,3,3,2,3,2,4333.0,3799.0,3595.0,2933.0,2605.0,3
False,1,1,0,0,0,0,0,0,0,1,2033,2,2,1,3,2,2,1,2141.6666666666665,1633.0,1537.0,1296.25,953.0,3
False,0,0,0,0,0,0,0,0,0,0,2872,3,1,2,3,2,2,2,3125.0,2442.5,2160.0,2003.0,1315.0,2
False,1,1,1,0,0,0,0,0,0,0,2372,2,3,2,3,2,2,2,3185.0,2460.0,1626.6666666666667,595.0,0,3
False,0,0,0,0,1,0,0,0,0,0,1820,2,2,2,3,1,2,1,1562.0,1168.0,1026.25,958.0,642.0,2
False,0,0,0,0,0,0,0,0,0,0,3288,3,3,3,2,3,3,3,4280.0,3760.0,3093.0,2406.0,2175.0,2
True,1,1,1,0,0,0,0,0,0,0,1360,2,2,2,3,3,1,1,2450.0,2425.0,2117.5,1668.75,1355.0,3
False,0,0,0,0,0,0,0,1,0,0,3694,2,3,1,3,2,3,2,4885.0,3547.0,2620.0,1648.0,466.25,2
True,0,0,1,0,0,0,0,1,0,0,2666,3,2,3,3,3,2,1,3944.0,3092.0,3006.0,2875.0,915.0,4
False,0,0,0,0,0,0,0,0,0,0,2563,3,4,3,2,3,2,2,3002.0,2810.0,2493.75,2225.0,1987.5,2
True,0,0,0,0,0,0,0,0,0,0,2584,2,2,1,3,2,2,1,4140.0,3860.0,2405.0,2254.0,706.0,2
True,1,0,0,0,0,0,1,0,0,0,2360,1,2,1,2,1,2,1,4595.0,2450.0,1445.0,1366.6666666666667,1362.0,2
False,0,0,0,0,0,0,0,0,0,0,2112,1,1,2,1,3,3,1,3268.75,2770.0,1713.75,1256.25,1148.0,2
True,1,0,0,0,0,1,0,0,0,0,2336,3,3,2,2,2,2,2,4556.0,3848.0,3230.0,125.0,65.0,3
True,0,0,0,0,0,1,0,0,0,0,3590,2,3,2,3,3,1,1,5092.5,4675.0,3155.0,2123.0,1078.75,2
True,0,1,0,0,0,0,0,0,1,0,3064,2,3,3,2,2,2,2,4945.0,3743.0,2878.75,2705.0,1451.0,2
True,0,0,0,0,0,0,0,0,0,1,2207,2,3,1,3,2,1,1,3365.0,2614.0,2601.0,2437.0,1000.0,4
True,1,1,1,0,0,0,0,0,0,0,1656,3,2,2,2,2,2,2,2667.5,2110.0,2010.0,1465.0,1337.5,3
False,0,0,0,0,0,0,0,1,1,0,2491,1,1,1,3,3,1,2,2850.0,1662.5,1645.0,1566.25,1517.0,1
False,0,1,0,0,0,0,0,0,0,0,3298,2,3,3,2,2,3,2,4076.0,3205.0,2076.0,1634.0,1422.5,2
False,0,0,0,0,0,1,0,0,0,0,2015,2,2,2,2,3,1,2,2205.0,2099.0,1725.0,1263.0,927.0,3
False,0,0,0,0,0,0,0,0,0,0,2418,2,3,2,1,3,3,1,2783.75,2193.75,2090.0,1683.0,1285.0,3
False,0,0,0,0,0,0,0,0,0,0,2401,2,2,3,2,2,1,2,3135.0,2943.75,1675.0,1517.0,751.25,2
True,0,0,0,0,0,0,0,0,0,0,3114,2,3,3,3,2,3,1,3842.0,3645.0,3010.0,2628.0,1418.0,3
True,1,0,0,0,0,0,0,0,0,0,2136,2,2,2,3,2,3,2,2560.0,2383.0,1931.25,1790.0,1539.0,2
False,0,1,0,0,0,0,0,0,0,0,2973,2,3,3,3,3,3,2,3248.0,3073.75,2259.0,1221.0,1058.75,3
True,0,1,0,0,0,0,0,0,0,0,2806,2,3,2,2,1,2,1,4562.5,3431.25,2122.0,2091.6666666666665,1845.0,2
False,0,1,0,1,0,0,0,0,1,0,3421,3,2,2,3,3,2,1,4637.5,3529.0,2340.0,2306.25,1840.0,2
False,0,0,0,0,0,0,0,0,1,0,2413,3,3,2,3,1,3,2,2828.0,2559.0,1748.0,1495.0,125.0,2
True,0,0,0,0,0,0,0,0,0,0,3228,2,3,3,2,3,3,2,5130.0,4015.0,3047.5,2015.0,1194.0,2
True,0,0,0,0,0,0,1,0,0,0,2960,3,3,3,3,3,2,2,3994.0,3650.0,3315.0,1965.0,1851.0,3
True,0,0,0,0,0,1,0,0,0,0,2496,2,3,3,3,3,3,2,3758.0,2548.75,2528.0,2202.0,1575.0,3
True,0,0,0,0,0,0,0,0,0,0,2130,2,3,2,2,2,1,1,4154.0,3180.0,1393.0,1241.0,611.0,2
False,0,1,0,0,1,0,0,0,0,0,3043,3,2,3,4,3,1,3,4660.0,3075.0,2780.0,2512.5,1644.0,2
True,0,1,0,0,0,0,0,0,0,0,1336,2,3,3,3,2,2,2,1878.75,1720.0,1675.0,1665.0,1600.0,2
True,0,0,0,0,0,1,1,0,0,0,2213,3,3,3,2,2,3,2,3222.5,3197.5,2275.0,2247.5,1360.0,2
True,0,0,1,1,0,0,0,0,0,0,2789,3,3,2,2,3,1,2,3524.0,3337.5,2804.0,2285.0,1878.0,3
False,0,0,0,0,0,0,0,0,0,0,2636,3,4,1,3,3,2,1,3661.25,3485.0,2690.0,2291.6666666666665,1706.0,2
False,1,0,0,0,0,1,1,0,0,0,2761,2,2,3,2,2,2,1,3587.0,3095.0,1578.0,1380.0,1270.0,2
False,0,0,0,0,0,0,0,0,0,0,2336,4,4,1,2,2,3,2,1742.0,1696.0,1328.0,1323.0,793.0,2
False,0,0,0,1,0,0,0,0,0,0,2231,3,2,2,3,3,2,2,2100.0,1870.0,1407.0,926.0,795.0,2
True,0,0,0,0,0,0,0,0,0,0,3209,3,3,2,3,3,1,2,3925.0,3805.0,3725.0,2252.0,1472.5,3
False,1,0,1,0,0,0,0,0,0,1,3335,3,3,3,3,3,1,3,3950.0,3928.0,2834.0,2278.75,1187.0,2
False,0,0,1,0,0,0,0,0,0,1,3194,3,3,3,3,2,2,1,2710.0,2571.0,2452.0,2387.0,2245.0,2
True,0,0,0,0,0,0,0,0,0,0,2104,2,2,2,3,3,2,2,3444.0,3030.0,2565.0,2370.0,2095.0,2
True,0,0,0,0,0,0,0,0,0,0,2158,3,3,1,2,3,2,2,3112.0,3017.0,2683.0,2210.0,1311.0,3
True,0,0,0,0,0,1,1,0,0,0,2875,2,2,2,1,1,2,2,3663.0,3225.0,3114.0,3005.0,1793.75,4
True,0,0,0,0,1,0,0,1,0,0,3180,2,3,3,2,3,3,2,4680.0,4639.0,3845.0,3275.0,2595.0,3
False,0,0,0,0,0,1,0,0,0,0,2650,2,3,3,3,2,3,2,2643.75,2523.0,2279.0,2235.0,2159.0,2
True,0,1,0,0,0,1,0,0,0,0,2679,2,4,3,3,2,2,2,4100.0,4089.0,2981.25,2843.0,125.0,4
False,1,0,0,0,0,0,0,0,0,0,1981,2,2,3,2,4,2,2,2028.75,1846.0,1553.0,1422.5,1302.5,2
False,0,0,0,0,0,0,0,0,0,0,3352,2,3,2,3,3,2,1,3927.0,2864.0,2785.0,1560.0,1485.0,3
False,0,0,0,0,0,1,0,0,0,0,1960,3,3,4,2,2,1,2,2381.25,2250.0,1653.0,1338.0,930.0,2
False,0,1,0,0,0,0,0,0,0,0,2445,3,3,3,3,3,2,1,2827.5,2738.0,2322.0,925.0,528.0,3
False,0,0,0,0,1,0,0,0,0,0,1563,1,4,3,3,2,3,2,1626.0,1127.5,1115.0,1081.25,1075.0,1
False,0,0,0,1,1,0,0,0,1,0,3100,2,3,2,2,2,2,2,3424.0,3112.5,2505.0,1410.0,1182.0,3
True,0,0,0,0,0,0,0,0,0,0,1563,3,3,3,1,4,2,4,2197.0,1659.0,1408.0,1357.0,587.5,2
False,0,0,0,0,0,0,0,0,0,0,3147,2,3,3,3,2,1,2,2978.75,2722.0,2564.0,2468.0,2034.0,3
False,0,0,0,0,1,0,0,0,0,0,3204,2,3,2,2,1,3,2,4034.0,3245.0,2442.0,2117.0,0,3
False,0,0,0,0,0,0,0,0,0,0,2549,2,2,1,3,3,2,2,2780.0,1829.0,1825.0,1658.3333333333333,973.0,3
True,0,0,0,1,0,0,0,0,0,0,2983,3,3,3,2,2,2,3,3766.6666666666665,3230.0,3225.0,3050.0,2162.5,3
True,0,0,1,0,0,0,0,0,0,0,2982,2,2,3,1,2,2,2,3999.0,2910.0,2655.0,2483.75,2090.0,2
False,1,1,0,0,0,1,0,0,0,0,380,3,2,3,3,2,2,5,530.0,275.0,257.0,225.0,195.0,1
False,0,0,0,0,0,0,1,0,0,0,3562,2,3,2,2,3,3,2,4532.0,3277.0,3074.0,2665.0,1950.0,2
True,0,0,1,0,1,0,0,0,0,0,2613,3,4,3,2,3,3,2,3362.0,2560.0,2362.0,1253.3333333333333,1162.5,3
True,0,1,0,0,0,0,0,0,0,1,2621,2,3,2,4,3,1,1,2842.0,2622.0,2572.0,2208.0,1623.0,3
True,0,0,0,0,1,0,0,1,1,0,2503,3,3,3,2,3,3,2,3897.5,2823.0,2700.0,2590.0,2500.0,1
True,1,0,0,0,0,0,0,0,1,0,2793,2,4,2,2,2,2,2,4255.0,3369.0,2626.0,2520.0,1835.0,2
False,0,0,0,0,0,1,0,0,0,0,4042,3,4,3,2,2,2,2,3914.0,3188.0,3028.0,2118.0,2034.0,3
False,0,1,0,0,0,0,0,0,0,0,2970,2,2,1,3,2,2,2,2738.0,2737.0,1987.0,1717.0,1618.0,2
True,0,0,0,0,0,0,0,0,1,1,4187,3,4,2,3,1,2,1,4569.0,3674.0,3360.0,3175.0,2615.0,2
False,0,1,0,0,0,0,0,0,0,0,1784,3,3,2,4,2,2,2,1066.25,998.0,949.0,831.25,610.0,3
True,0,0,0,0,0,1,0,0,0,0,1639,2,2,3,2,3,3,2,2863.0,2785.0,2200.0,1612.0,1606.0,2
True,0,0,0,0,0,0,0,0,0,0,1942,3,2,3,4,2,2,2,2892.0,2870.0,2856.0,1656.0,1460.0,3
True,0,0,0,0,1,0,0,1,0,0,3108,3,3,2,2,2,2,2,4349.0,3955.0,3720.0,2600.0,1220.0,3
False,0,0,0,0,0,0,1,0,0,0,1924,2,2,2,2,3,3,2,1460.0,1377.0,1360.0,1006.25,122.5,3
True,0,1,1,0,0,0,0,0,0,0,2130,2,4,2,4,4,2,2,3181.25,3159.0,2949.0,2735.0,1275.0,4
False,1,1,0,1,0,0,0,0,0,0,3196,1,3,3,3,2,3,2,4505.0,2437.5,2314.0,1687.0,964.0,2
False,0,0,0,1,0,0,0,0,0,0,2679,3,3,3,2,2,2,2,2940.0,2404.0,2261.0,1887.0,766.6666666666666,3
False,0,0,1,0,1,0,0,0,0,0,2788,3,3,2,3,3,2,2,3233.3333333333335,2416.0,2197.0,1980.0,786.25,3
True,0,1,1,0,0,0,1,0,0,0,2682,2,2,2,3,2,2,1,3577.0,2777.0,2158.0,1520.0,1472.5,2
False,0,0,0,0,0,0,0,0,0,0,2713,4,3,2,3,3,1,2,3591.0,3083.75,2956.25,0,0,3
True,0,0,0,0,0,0,0,0,0,0,1985,3,2,4,2,3,3,2,2499.0,2015.0,2012.5,1656.25,1634.0,3
True,0,0,0,0,0,0,0,0,0,0,3371,3,3,2,3,3,2,2,4442.0,2870.0,2349.0,1908.0,1485.0,2
True,0,1,0,0,0,1,1,1,0,0,2367,2,3,2,3,1,3,2,3978.0,2965.0,2602.0,2132.0,1710.0,2
False,0,0,0,0,0,0,0,0,0,0,2327,2,3,2,3,2,3,2,2921.25,2480.0,2256.25,1961.0,1529.0,3
True,1,0,0,0,1,0,0,0,0,0,2294,2,3,2,3,2,1,2,2827.0,2052.5,1900.0,1605.0,1428.0,2
True,0,0,0,0,0,0,0,0,0,0,2055,3,4,2,2,3,3,2,3237.5,2265.0,2178.0,2013.0,1757.0,1
True,1,0,0,0,0,0,0,0,0,0,2794,2,4,3,2,2,2,2,4330.0,3149.0,3143.75,1850.0,1787.5,3
False,0,0,1,0,0,0,0,0,0,0,3047,2,2,2,2,3,2,2,2655.0,2428.75,2147.0,2000.0,1241.0,3
False,0,0,0,1,0,0,0,0,0,0,1672,2,3,3,3,2,4,1,1935.0,1037.5,721.6666666666666,533.3333333333334,0,2
True,1,0,0,0,0,1,0,0,0,0,2863,4,4,2,2,2,2,2,3164.0,3013.0,2770.0,2608.0,1235.0,4
True,0,0,0,0,1,0,0,0,0,0,2879,3,2,3,3,2,2,2,4075.0,3849.0,3504.0,2754.0,2232.0,3
True,1,0,1,0,1,0,0,0,0,0,2076,3,2,2,3,2,2,1,2883.3333333333335,2555.0,2502.5,2033.0,1420.0,3
False,0,0,0,0,0,0,0,1,0,0,2415,3,4,3,4,3,2,2,1980.0,1918.75,1790.0,1721.25,1388.75,3
False,0,0,0,0,0,0,0,0,0,1,1855,3,2,3,3,3,1,5,2099.0,1992.0,1282.0,790.0,668.0,2
False,1,0,1,0,0,0,0,0,0,0,3511,3,3,2,3,3,2,1,3230.0,2965.0,2762.0,2226.25,1559.0,3
True,0,0,0,0,0,0,0,0,0,0,2146,3,2,2,2,3,3,2,3304.0,2465.0,1865.0,1408.0,1347.0,2
True,1,0,0,0,0,0,1,1,0,0,3025,2,3,3,3,2,1,1,4213.0,3082.0,2260.0,2005.0,1478.75,2
False,0,0,0,0,0,0,0,0,0,0,2682,3,3,3,1,3,3,2,3373.75,3021.25,1785.0,1776.0,1485.0,2
False,0,0,0,1,0,0,0,0,0,0,1834,1,2,3,3,2,2,2,1400.0,1341.6666666666667,1187.5,1178.75,877.5,2
True,0,1,0,0,0,0,0,0,0,0,2642,3,3,3,2,3,3,2,3135.0,3128.0,2862.5,2512.5,1997.5,3
True,0,0,0,0,1,0,0,0,1,0,2701,4,2,2,4,2,1,2,3147.0,3110.0,2638.0,1943.0,1880.0,3
True,0,0,0,0,0,0,0,0,0,1,2207,3,3,2,2,3,3,2,4100.0,3930.0,3168.75,1390.0,920.0,3
True,0,0,0,0,0,0,0,0,0,0,3027,2,3,2,3,1,2,1,4925.0,2583.75,2552.0,1850.0,1806.0,1
True,0,0,0,0,0,0,0,0,0,0,2655,2,3,2,2,2,1,2,4270.0,2784.0,2530.0,2455.0,2233.3333333333335,1
False,1,0,0,0,0,0,0,0,0,0,2208,1,1,2,4,2,2,3,1736.0,1580.0,1535.0,1458.75,1035.0,3
