radiant_win,npc_dota_hero_pudge,npc_dota_hero_phantom_assassin,npc_dota_hero_legion_commander,npc_dota_hero_sniper,npc_dota_hero_slark,npc_dota_hero_juggernaut,npc_dota_hero_invoker,npc_dota_hero_axe,npc_dota_hero_riki,npc_dota_hero_mirana,Duration,AboveAverGoldSpent,AboveAverLevel,AboveAverKills,AboveAverDeaths,AboveAverLast_hits,AboveAverHero_damage,AboveAverTower_damage
False,0,0,0,0,0,0,0,0,0,0,2546,2,3,2,3,3,1,2
True,0,0,0,0,0,1,0,0,0,0,2830,3,3,1,3,2,2,2
True,0,0,0,1,1,1,0,0,0,0,2839,3,3,3,2,2,3,3
True,1,0,0,0,0,0,0,0,1,0,1373,3,3,3,2,3,4,2
True,0,0,0,0,1,0,0,0,1,0,2322,2,2,2,2,3,2,1
True,1,1,0,0,1,0,0,0,0,0,2921,3,4,3,2,3,3,1
True,1,0,0,0,1,0,0,1,0,0,2252,3,3,2,4,3,2,3
True,1,0,0,0,0,1,0,1,0,0,2989,2,2,3,3,2,2,1
True,0,0,0,0,1,0,0,0,1,0,3335,2,4,3,2,1,2,1
True,0,0,0,1,0,0,1,0,0,0,2138,2,2,3,3,3,3,3
True,0,0,1,0,0,0,0,0,1,0,2103,2,2,3,4,2,2,2
True,0,1,0,0,0,1,1,0,0,0,2145,3,3,3,2,3,2,2
False,0,0,0,0,0,1,0,0,0,0,2364,2,2,2,3,2,3,3
False,0,0,0,0,0,1,0,0,0,1,2146,2,2,3,3,3,4,1
False,0,1,0,1,0,0,0,0,0,0,3475,1,2,3,2,2,3,2
False,0,0,0,1,0,0,1,0,0,1,3677,2,3,3,2,2,3,2
True,0,1,0,0,0,0,0,0,1,1,1798,2,1,1,3,2,2,3
False,0,0,1,1,0,1,0,1,1,0,3327,4,4,3,3,2,4,1
True,0,1,0,0,0,0,0,0,0,0,2879,3,4,2,2,3,3,1
False,0,1,0,0,0,0,0,0,1,1,2245,3,3,2,2,3,2,1
True,0,0,0,0,0,0,0,0,1,0,3118,2,2,2,3,2,3,2
True,0,0,0,0,0,0,0,0,0,1,2572,2,3,2,2,2,2,2
True,1,0,0,0,1,0,1,0,1,0,3251,2,4,2,2,2,2,2
True,0,0,0,0,0,1,0,0,0,0,1563,3,3,3,1,3,2,2
True,1,1,0,0,0,0,0,0,1,0,2396,2,3,2,3,3,2,2
False,0,0,0,1,0,0,0,0,0,0,1647,2,2,3,3,2,2,1
True,0,0,1,0,0,0,0,0,0,0,2775,2,3,3,3,2,2,2
False,0,0,0,0,0,1,0,0,0,1,2388,2,3,1,2,2,1,1
False,1,0,0,0,0,0,0,0,0,0,1989,2,3,1,3,2,3,2
True,0,1,0,0,0,0,0,0,0,0,2157,3,4,2,2,1,1,1
True,0,0,0,0,0,0,0,0,0,0,2197,2,3,2,3,2,2,1
False,0,0,1,0,0,1,0,0,0,0,3479,3,3,1,2,3,2,1
True,0,0,1,0,0,0,0,0,0,0,3023,3,3,2,2,2,3,2
False,0,1,0,1,0,0,0,0,0,0,2979,2,2,1,3,3,2,1
True,0,0,1,1,0,1,0,0,0,0,3444,3,4,2,3,3,2,4
False,1,0,0,0,0,0,0,0,0,0,2689,3,4,3,3,3,3,2
True,0,0,0,0,0,0,0,0,0,0,2832,3,3,3,3,2,3,2
True,0,0,0,0,1,0,1,1,0,0,1702,3,1,2,3,3,2,1
False,0,0,0,0,0,0,0,0,0,1,3347,2,2,2,2,2,3,2
False,1,0,0,1,0,0,0,0,0,0,2268,1,3,3,2,2,4,1
True,0,0,0,1,0,0,0,0,1,0,2780,2,2,2,2,1,2,2
True,0,0,0,0,0,0,0,0,1,0,2409,2,3,2,3,2,3,2
True,0,1,1,0,0,1,1,0,0,0,3078,3,4,3,2,2,3,4
True,0,0,1,0,0,1,1,0,0,0,1643,2,2,3,3,2,1,2
True,0,0,0,0,0,1,0,0,1,0,1990,3,3,3,3,2,3,2
False,0,0,0,0,0,0,0,0,1,0,3460,2,2,1,3,1,2,2
False,0,1,0,1,0,0,0,1,0,0,3148,3,3,2,2,2,2,3
False,0,0,0,0,1,0,1,0,0,0,2779,2,2,2,3,2,1,2
True,0,0,0,1,0,0,1,1,0,0,2742,2,3,3,3,2,3,2
False,1,0,0,0,0,0,1,0,0,0,2588,2,2,3,2,2,2,2
True,1,0,0,0,0,0,0,0,0,0,2271,3,2,2,2,2,1,1
False,0,0,1,1,0,0,0,0,0,0,1962,2,1,2,4,2,2,2
False,0,1,0,0,0,0,0,0,0,0,1883,3,3,1,3,2,2,1
True,0,0,0,0,0,0,1,0,1,0,1915,2,2,2,4,1,2,1
False,0,0,1,0,0,0,0,0,0,1,2936,2,3,4,3,3,2,2
False,0,1,0,0,0,0,1,0,0,0,1652,1,2,2,2,3,2,1
True,0,1,0,0,1,0,0,0,0,0,2821,3,3,2,3,2,3,2
False,0,0,0,0,0,1,0,0,0,0,3537,3,3,2,3,2,3,2
False,0,1,0,0,0,0,0,1,0,0,2275,2,2,3,3,3,2,2
True,0,0,0,0,0,0,1,0,0,0,1292,3,3,1,2,2,1,1
True,0,1,0,0,0,0,0,0,1,0,3451,2,3,2,2,3,2,3
False,1,1,0,0,1,0,0,0,0,0,2170,2,3,1,2,2,3,2
True,1,0,0,0,0,0,0,0,0,1,2030,2,2,1,1,3,1,2
True,0,0,0,0,0,0,0,1,0,0,2744,2,4,2,3,1,2,2
False,0,1,1,0,0,0,0,0,0,0,2063,3,3,4,1,3,1,5
False,0,0,0,1,0,1,0,0,0,0,3788,3,3,2,3,2,3,2
True,0,0,0,0,0,0,0,0,0,0,2668,2,3,3,3,2,2,2
True,0,1,0,0,0,0,0,0,1,0,2536,2,2,3,3,3,2,1
True,1,0,0,0,0,0,0,0,0,0,3141,3,4,2,2,3,2,2
False,1,1,0,0,0,0,0,0,0,0,3442,2,2,3,2,2,2,2
True,0,1,1,0,0,0,0,1,0,0,1876,3,3,3,1,2,3,2
True,0,0,0,0,1,0,0,0,0,1,2661,3,3,2,2,2,2,2
True,0,1,1,0,0,0,0,0,0,0,2603,4,4,3,4,2,3,2
True,0,0,0,1,0,0,0,0,0,0,2695,1,2,2,2,1,2,1
True,0,0,0,0,0,0,0,0,0,1,2384,2,3,3,3,3,2,2
False,0,0,0,0,0,1,1,0,0,0,2230,3,3,3,3,3,2,1
True,0,0,1,0,0,0,0,0,0,0,2171,2,2,1,3,3,2,2
False,0,0,0,0,0,0,0,0,1,0,2618,2,2,2,3,3,3,4
False,0,1,0,0,0,0,0,1,0,0,2029,2,3,3,2,3,3,2
True,1,0,0,0,0,0,0,0,0,0,1971,2,3,2,1,3,2,3
True,1,0,0,0,0,0,0,0,0,0,1828,3,3,3,1,3,3,1
False,0,0,0,1,0,0,0,0,0,0,3145,2,3,2,3,2,1,1
True,1,0,0,1,1,0,1,0,0,0,3323,2,3,1,2,3,2,2
False,0,0,0,0,1,0,1,0,0,1,2527,3,4,2,3,3,2,2
True,0,0,1,0,1,0,0,0,0,1,1976,2,4,2,4,3,2,1
True,0,0,0,0,1,0,0,0,0,0,1398,3,3,2,2,3,2,1
False,0,1,0,0,0,1,0,0,0,0,2993,3,3,2,2,3,2,2
False,0,1,1,0,0,0,0,0,0,0,2240,3,3,2,3,3,2,3
False,0,0,0,0,0,0,0,0,0,0,2850,3,3,3,2,3,2,2
True,0,1,0,0,0,0,0,0,0,0,649,3,4,3,1,2,2,3
False,0,0,0,0,0,1,1,0,0,1,2937,4,4,2,2,3,4,1
True,0,0,0,0,0,1,1,0,0,0,2490,3,2,2,3,3,1,3
True,0,1,0,0,0,0,0,0,0,0,4412,2,4,3,2,2,1,2
False,0,0,0,0,0,0,0,0,0,0,2877,3,2,2,3,2,3,2
False,0,1,0,0,0,0,0,0,0,0,2242,2,2,2,2,2,1,2
False,0,0,0,0,0,0,0,0,0,0,2885,3,3,2,3,2,2,2
False,0,0,0,0,0,0,0,0,0,0,2386,2,1,2,2,2,2,1
False,0,0,0,0,0,0,0,1,0,0,2111,2,2,2,2,2,2,1
True,0,0,0,0,0,0,0,0,0,0,3263,3,4,3,4,1,3,3
True,0,0,0,1,0,0,0,0,0,0,463,3,3,2,2,2,2,2
True,0,1,0,0,0,0,0,0,0,0,2622,3,3,2,3,2,2,2
True,0,0,0,1,0,0,1,0,0,0,2555,2,2,2,3,4,2,2
True,0,0,0,0,0,1,0,0,0,0,2255,4,3,1,3,3,3,3
False,0,0,0,1,0,0,0,0,0,0,2075,2,2,2,3,2,3,1
True,0,0,0,1,0,0,0,0,0,0,2407,3,4,2,3,3,2,3
False,1,1,0,0,0,0,0,0,0,0,2716,3,3,2,3,3,3,1
False,0,0,0,0,0,0,0,0,0,0,2745,1,2,2,4,2,1,2
True,0,0,0,0,0,0,0,0,1,0,2901,2,3,3,2,2,2,1
False,0,0,0,0,0,0,0,0,0,0,2059,3,3,3,3,2,3,1
False,0,0,0,0,1,0,0,0,0,1,3597,2,3,2,3,3,2,3
False,0,1,0,0,0,1,0,0,0,1,2220,2,2,2,3,2,2,1
True,1,0,0,0,0,0,0,0,0,0,1853,2,2,3,4,3,3,3
True,0,0,0,0,0,0,0,0,0,0,2535,2,3,2,2,2,2,2
False,0,0,0,1,0,0,0,0,0,0,2827,3,2,3,3,2,3,2
False,1,0,0,0,0,0,0,0,0,0,4070,3,3,2,3,3,2,2
False,0,0,0,0,0,0,0,0,0,1,2277,3,3,3,3,3,3,2
False,0,0,0,0,0,0,1,0,0,0,3268,2,3,1,3,3,2,2
True,1,0,0,0,0,0,0,0,0,0,2559,2,2,3,1,2,2,2
False,1,1,0,0,0,0,0,0,0,0,2818,3,3,3,3,3,2,2
False,1,0,0,0,0,1,0,0,0,0,2068,1,2,1,4,2,2,2
False,1,0,0,0,0,0,0,0,0,0,3036,2,2,3,3,3,3,2
True,0,1,0,0,0,0,0,0,0,0,2077,2,2,1,3,2,2,3
False,0,0,1,1,0,0,1,0,0,0,3555,3,3,4,2,2,2,1
True,0,1,0,1,0,0,0,0,0,0,2457,2,2,1,2,2,1,2
False,0,0,0,0,1,0,0,0,0,1,2880,2,2,2,3,1,2,2
True,0,1,0,0,0,0,0,0,0,0,2446,1,3,4,3,1,2,1
True,0,0,0,0,0,0,1,0,0,0,2474,2,3,2,2,2,2,2
True,0,0,0,0,0,1,0,0,0,0,1644,3,3,2,1,3,2,2
True,0,0,0,0,0,0,0,0,0,0,3299,2,3,3,3,1,2,2
True,0,0,0,0,0,0,0,1,0,0,2659,3,2,1,2,3,2,2
True,1,1,0,0,0,0,0,0,0,1,2603,2,3,4,2,3,2,3
False,0,1,0,0,0,0,0,0,0,0,1705,2,2,4,3,2,3,2
True,0,0,0,1,0,1,0,0,0,0,1883,3,3,2,3,4,2,2
False,0,0,0,0,0,0,1,0,0,0,2178,2,2,3,3,3,3,1
True,0,0,0,0,0,0,0,0,0,0,2575,2,3,2,3,3,2,2
True,1,0,0,0,0,1,0,0,0,1,3060,2,2,3,2,3,3,2
True,0,0,0,0,0,0,0,0,0,0,1940,3,3,2,2,2,3,2
True,0,0,0,0,1,0,1,0,0,0,1908,4,3,1,2,2,2,2
True,0,1,0,0,0,0,0,1,1,0,2633,2,3,3,2,2,3,2
False,0,1,0,1,0,0,0,0,0,0,3182,3,2,3,3,2,2,1
False,0,0,1,0,0,0,0,0,0,0,2175,3,2,2,1,3,3,2
True,1,0,0,0,1,0,0,0,0,0,1988,3,2,3,3,3,3,1
False,0,0,0,0,0,0,0,0,0,0,1946,3,3,2,4,2,2,2
False,0,0,0,0,0,0,0,0,0,0,2544,2,1,2,3,2,3,3
False,1,0,0,1,0,0,0,0,0,0,2461,3,3,2,2,3,2,2
False,0,0,0,0,0,0,0,0,0,0,2864,2,3,2,1,2,2,2
True,0,0,1,0,0,0,0,0,0,0,2367,3,4,2,1,1,3,1
True,1,1,0,0,0,0,0,0,0,0,2368,2,2,1,2,1,1,3
False,1,0,1,0,0,0,0,0,0,0,3084,1,2,2,3,2,3,2
False,0,0,0,0,0,0,0,1,0,0,2086,3,2,3,3,3,2,2
True,0,0,0,0,0,0,0,0,0,0,3266,3,3,3,3,3,3,2
True,1,1,0,0,0,0,0,0,0,0,2197,2,1,2,2,2,1,3
False,0,0,0,0,0,1,0,0,0,0,2008,3,1,2,2,3,3,1
True,1,0,1,0,0,0,0,0,0,0,2403,2,2,1,2,2,2,1
False,0,0,0,0,0,0,0,0,0,0,2174,3,4,2,2,2,3,1
False,1,0,0,0,0,0,0,1,0,1,2530,2,3,2,2,3,2,1
True,0,0,0,0,0,1,0,1,0,0,1796,3,2,4,3,2,3,2
False,0,0,0,0,1,0,0,0,0,0,2926,2,2,3,2,3,3,3
True,0,0,1,0,0,0,0,0,0,0,1480,2,3,2,3,2,3,2
False,0,0,1,1,0,0,0,0,0,0,3195,3,3,2,3,2,3,1
False,0,1,0,1,0,0,1,0,0,0,2797,2,1,2,3,3,1,3
True,0,0,0,0,1,0,0,1,0,0,2401,3,3,3,3,4,3,2
True,0,1,0,1,0,0,0,0,0,0,1791,3,2,1,3,4,2,2
True,0,0,0,0,0,1,0,0,0,0,2841,3,3,1,2,3,2,3
False,1,0,0,0,0,1,0,1,0,1,3961,2,4,1,3,2,2,2
True,0,0,0,0,0,1,0,0,0,0,1910,2,3,2,3,3,3,1
True,0,0,0,0,1,0,0,0,0,0,1618,2,1,1,3,1,2,1
True,0,0,0,0,1,0,0,0,0,0,2157,3,3,2,2,3,2,2
False,0,0,0,0,1,0,1,0,0,1,3085,2,3,2,3,2,3,1
True,0,0,0,0,0,0,0,0,0,0,2759,2,3,1,3,3,2,1
False,0,0,1,0,0,0,0,0,0,1,3251,3,2,2,3,2,3,2
False,1,0,0,1,0,0,0,0,0,0,3279,2,3,3,3,2,2,2
True,1,1,0,0,0,0,1,0,0,0,1893,2,3,2,3,3,3,2
False,0,1,0,0,0,0,0,0,0,1,1788,2,3,2,2,1,2,1
True,0,0,0,0,1,0,0,0,0,0,3580,3,4,2,2,3,2,1
True,0,1,0,0,0,1,0,0,0,0,3480,3,3,2,2,2,2,2
False,0,0,0,1,0,0,0,0,1,1,1967,3,3,3,3,2,2,1
True,0,0,0,0,0,0,0,0,1,0,2556,2,3,3,3,2,2,2
True,0,0,0,0,0,0,1,0,0,0,4191,3,4,2,2,2,2,2
False,0,0,0,1,0,1,0,0,0,0,3010,1,3,2,3,2,2,3
False,0,0,1,0,0,1,0,0,0,0,2419,2,3,3,3,2,3,3
False,1,0,0,0,0,0,0,0,0,0,1963,3,3,2,3,3,2,2
True,1,0,0,1,0,0,1,0,0,0,2068,2,2,3,3,3,3,1
True,0,0,0,0,0,0,0,0,0,0,1439,2,3,2,3,3,3,3
True,0,1,1,0,0,1,0,0,0,0,1501,3,2,2,2,3,3,2
True,1,0,0,0,0,0,0,0,0,0,2113,3,2,1,3,1,1,2
False,0,0,0,0,0,0,0,0,0,0,3002,2,2,1,2,2,3,1
True,0,0,0,0,0,0,0,0,0,1,2234,2,2,3,2,2,2,2
True,0,0,0,0,0,0,1,0,0,0,2872,3,2,3,3,3,2,2
True,0,0,1,0,1,0,0,0,0,0,3153,2,2,2,3,2,2,2
True,0,0,0,0,0,0,0,0,0,1,2602,2,3,3,2,1,2,2
True,0,0,1,1,0,0,0,0,0,0,3838,2,2,2,3,2,2,2
False,0,0,0,0,0,0,0,0,0,0,3143,3,3,2,2,2,3,1
False,1,0,0,0,0,1,0,0,1,0,3337,3,3,3,3,2,3,2
False,0,0,0,0,0,0,0,0,0,0,2746,2,2,2,3,2,2,1
False,0,1,0,0,0,0,0,0,0,0,1673,2,3,2,2,3,3,3
True,1,0,0,1,0,0,1,0,0,0,1501,3,3,2,3,2,2,2
False,0,0,1,0,0,1,0,0,0,0,3021,3,3,2,3,3,3,2
True,0,0,1,0,0,0,0,0,1,0,2453,1,2,2,4,1,3,2
True,1,0,0,0,0,0,0,0,0,0,1268,2,4,3,1,2,2,2
False,0,0,0,0,0,0,0,0,0,0,2902,2,3,2,3,2,2,1
False,1,0,0,0,0,0,0,0,0,0,2687,2,3,2,3,3,3,1
True,0,0,1,0,0,0,0,0,0,0,1747,2,2,3,2,2,3,2
False,0,0,0,0,0,0,0,0,1,0,4362,3,4,2,2,3,3,2
False,0,0,0,0,1,0,0,0,0,0,1611,1,1,1,3,1,1,2
True,0,0,1,1,0,0,0,0,0,0,2081,3,3,2,3,2,2,2
True,0,0,1,0,1,0,0,1,1,0,2965,3,2,2,2,3,2,2
True,0,0,0,0,0,0,0,0,1,0,3263,3,3,2,2,2,2,2
False,0,0,0,0,0,0,0,0,0,0,1903,2,3,2,3,3,1,2
False,0,1,0,0,0,0,0,0,0,0,2671,2,2,1,2,3,2,2
True,1,0,0,0,0,0,1,0,0,0,1505,2,2,1,3,2,2,1
True,0,1,0,0,0,0,0,1,0,0,2938,3,2,3,3,4,2,2
False,0,0,0,0,0,1,0,1,0,0,3357,1,2,2,4,2,3,1
True,1,0,0,0,0,0,0,0,0,0,2445,3,3,2,2,3,2,2
False,0,0,0,1,0,0,0,0,0,0,3113,3,3,3,2,2,3,3
True,0,0,0,0,0,0,0,1,0,0,2569,3,2,2,2,3,3,1
False,0,0,0,0,0,0,0,0,0,0,1680,3,3,2,3,2,3,2
False,1,1,0,0,0,0,1,0,0,0,1969,3,3,3,2,2,3,1
True,0,0,0,0,1,0,0,0,0,0,2893,3,3,2,4,4,2,2
True,0,0,0,1,0,0,0,0,0,0,2604,3,3,2,3,3,2,1
False,0,0,0,0,0,0,0,0,0,1,3167,3,2,3,2,2,2,2
True,0,0,1,0,0,0,0,0,0,1,3317,4,3,2,1,4,3,3
True,0,1,0,0,0,0,0,0,0,0,2665,2,2,3,3,2,2,3
True,0,1,0,0,0,0,0,0,0,0,2142,3,3,2,1,2,3,2
False,0,1,0,0,1,0,1,0,0,0,2304,2,2,2,2,2,2,3
False,0,0,0,1,0,0,0,0,0,0,3142,2,2,3,2,2,2,2
False,0,0,1,1,0,0,0,0,0,0,2598,3,2,3,2,3,3,2
True,0,0,0,0,1,0,0,0,0,0,2156,3,3,2,3,3,3,1
False,0,1,0,0,0,0,0,0,0,0,2000,2,2,2,3,2,2,1
True,1,0,0,0,0,0,0,0,0,0,2591,2,3,2,3,2,3,2
True,1,0,0,1,0,0,0,0,0,0,2157,4,3,2,3,3,2,1
True,0,0,0,0,0,0,0,0,1,0,3016,3,2,2,2,2,1,1
False,1,0,0,1,0,0,0,0,1,0,3650,2,3,2,3,1,3,1
True,0,0,0,0,1,0,0,0,0,0,2581,2,3,2,2,2,1,2
False,1,0,0,0,0,0,0,0,0,0,2318,2,3,2,3,2,3,2
True,0,1,0,0,0,0,0,0,0,0,2842,3,3,2,3,2,2,2
True,0,0,0,0,0,0,0,0,0,0,1860,2,1,3,3,1,2,1
True,0,0,0,0,0,0,0,1,0,1,1493,3,3,4,2,2,2,3
False,0,0,0,0,1,1,1,1,0,0,2957,2,3,3,3,3,2,4
False,0,0,1,0,0,0,0,1,0,0,2429,3,3,2,3,3,1,1
False,0,1,0,0,0,0,1,0,0,0,2384,3,3,2,4,4,2,2
False,0,0,0,0,0,0,0,0,0,0,3140,2,2,2,4,3,2,2
False,0,0,0,0,0,0,1,1,0,0,2848,2,2,1,1,2,1,1
True,0,0,0,0,0,0,0,0,0,0,2188,2,2,2,3,3,2,2
True,0,0,0,0,0,1,0,0,0,0,2117,2,2,2,2,2,2,2
True,0,1,0,0,0,0,0,0,0,0,2857,2,3,2,2,3,3,2
False,0,0,0,0,0,0,0,0,0,0,3163,1,3,2,3,3,2,2
True,0,0,0,0,0,0,0,0,1,0,2406,3,4,2,4,3,3,2
True,1,0,0,0,0,0,0,0,0,0,1883,2,4,3,2,3,3,2
True,0,0,0,1,0,0,0,0,0,0,2585,2,4,2,3,2,2,2
False,0,0,0,0,0,0,0,0,1,0,2512,2,3,2,3,2,2,1
True,0,0,1,0,0,0,0,0,0,0,2372,2,3,3,2,2,2,2
True,1,0,0,0,0,0,0,0,0,1,2372,3,2,2,3,2,2,2
False,0,0,1,0,0,0,0,0,0,0,2597,2,3,2,3,2,2,3
True,0,0,0,0,0,0,0,0,1,0,2580,2,2,1,2,2,3,2
True,0,1,0,0,0,0,1,0,0,0,1631,2,4,2,1,2,2,2
True,0,0,0,0,0,0,0,0,0,0,1669,2,3,3,3,2,1,2
False,1,0,0,1,0,0,0,0,0,0,2239,2,2,2,2,3,3,2
False,0,0,1,0,0,0,0,0,0,0,2543,1,2,2,3,2,1,2
False,0,0,0,0,0,0,0,0,0,0,2380,2,2,2,3,2,2,2
True,1,0,0,0,0,0,0,0,1,0,2638,3,3,3,3,2,2,2
True,0,1,1,0,0,0,1,0,0,0,3031,3,3,4,3,3,2,3
True,0,0,1,1,0,0,0,0,0,0,2595,3,2,2,2,3,2,2
False,0,0,1,0,0,0,0,0,0,0,3265,2,2,2,3,2,3,2
False,0,0,0,0,0,0,0,0,0,0,2327,1,3,2,3,2,2,3
True,0,0,0,0,0,0,0,0,0,0,2383,3,3,3,2,2,1,2
False,0,0,0,0,0,0,0,1,0,0,1389,3,4,2,2,3,2,1
True,1,0,0,1,0,0,1,0,0,0,1784,2,3,2,3,3,3,2
