radiant_win,npc_dota_hero_pudge,npc_dota_hero_phantom_assassin,npc_dota_hero_legion_commander,npc_dota_hero_sniper,npc_dota_hero_slark,npc_dota_hero_juggernaut,npc_dota_hero_invoker,npc_dota_hero_axe,npc_dota_hero_riki,npc_dota_hero_mirana,Duration,TotalGoldSpent,TotalLevel,TotalKills,TotalDeaths,TotalAssists,TotalLast_hits,TotalHero_damage,Totalhero_healing,TotalTower_damage
False,0,0,1,1,0,0,1,0,0,0,2388,39495,78,25,68,43,382,66001,250,769
True,0,0,0,1,1,1,0,0,0,0,2839,110365,119,47,36,70,1262,137705,1360,17822
True,0,0,0,1,0,0,1,0,0,0,2138,77805,91,42,15,83,707,81483,0,15944
True,0,0,1,0,0,0,0,0,1,0,2103,82845,96,43,31,52,711,75994,2163,16803
True,0,0,0,0,0,0,1,1,0,0,2521,79035,102,33,35,72,1019,121610,2721,18689
False,0,1,0,1,0,0,0,0,0,0,3475,94870,116,47,61,83,1178,189303,5783,2974
True,0,1,0,0,0,0,0,0,0,0,2879,82830,110,53,66,102,562,116324,5442,9578
True,0,0,0,0,0,0,0,0,1,0,3118,86830,108,51,43,62,885,92548,3344,11671
True,1,0,0,0,1,0,1,0,1,0,3251,97930,112,42,56,78,887,99695,0,13338
True,0,0,0,1,0,0,0,0,1,0,2932,97495,116,61,36,102,626,151000,3429,13604
False,1,0,0,0,0,0,0,0,0,0,1989,45820,68,19,30,23,536,41316,4779,1433
True,0,1,0,0,0,0,0,0,0,0,2157,98575,114,57,21,96,559,122191,2254,17229
True,0,0,0,0,0,0,0,1,1,0,2040,70665,92,59,26,117,439,100275,5001,11840
True,0,1,0,0,0,1,0,0,0,0,1783,60060,75,31,25,43,474,45511,80,14203
False,0,1,0,1,0,0,0,0,0,0,2979,90070,108,48,45,57,985,118263,0,9069
False,1,0,0,1,0,0,0,0,0,0,2268,57135,91,23,61,43,496,73520,1942,3402
True,0,1,1,0,0,1,1,0,0,0,3078,116795,116,64,46,77,1058,127536,1914,15835
True,0,0,0,0,0,1,0,0,1,0,1990,80625,94,52,19,58,547,95479,1200,15298
False,0,1,0,1,0,0,0,1,0,0,3148,63060,106,51,56,68,592,110083,18,2958
False,1,0,0,0,0,0,1,0,0,0,2588,72800,84,15,37,30,944,55074,4882,3301
True,0,0,0,0,0,0,1,0,1,0,1915,98200,114,94,14,187,422,139300,7465,14100
False,0,1,0,0,0,0,0,1,0,0,2275,58425,99,32,57,50,583,91389,1101,1368
True,0,0,0,0,0,0,1,0,0,0,1292,37940,60,17,4,36,373,28248,3079,12449
True,0,1,0,0,0,0,0,0,1,0,3451,103165,109,64,50,51,799,121063,549,13967
True,0,0,0,0,0,0,0,0,0,0,3018,100615,121,57,39,95,856,137017,5943,10192
False,1,1,0,0,1,0,0,0,0,0,2170,44585,72,19,47,29,405,38882,0,303
True,0,0,0,0,0,0,0,1,0,0,2744,84410,105,36,43,56,882,110331,0,17246
False,0,1,1,0,0,0,0,0,0,0,2063,41680,74,13,41,27,640,52670,0,0
False,0,0,0,0,0,1,1,0,0,0,2559,66375,94,32,37,44,784,78738,0,3226
True,0,0,0,0,0,0,0,0,0,0,2668,102895,115,67,35,104,806,126577,2420,13027
True,1,0,0,0,0,0,0,0,0,0,3141,109495,120,54,45,79,877,114417,2958,12318
False,1,1,0,0,0,0,0,0,0,0,3442,94105,108,49,54,99,924,155915,15065,15841
True,1,0,1,0,1,0,0,0,0,0,2981,87590,109,38,40,75,933,100039,0,18871
True,0,0,0,0,1,0,0,0,0,0,2454,89265,108,63,33,81,721,111053,146,14533
True,0,1,1,0,0,0,0,0,0,0,2603,96350,116,67,42,82,932,112842,4950,11748
True,0,0,1,0,0,0,0,0,0,0,1845,63485,85,25,21,36,757,66680,2890,14354
True,0,0,0,1,0,0,0,0,0,0,2695,102860,99,55,30,93,894,122565,241,12896
False,0,0,0,0,0,1,1,0,0,0,2230,59810,87,30,55,39,583,60586,2939,10101
True,1,0,0,0,0,0,0,0,0,0,1828,59805,75,38,27,80,325,67143,5744,17338
True,1,0,0,1,1,0,1,0,0,0,3323,96275,110,46,56,77,630,146521,0,10577
False,0,0,0,0,1,0,1,0,0,1,2527,52930,85,31,49,41,457,67875,8492,919
False,0,1,1,0,0,0,0,0,0,0,2240,40140,73,16,55,29,272,44402,4489,377
True,1,0,0,0,0,0,1,0,0,0,1854,64445,85,44,18,80,571,70257,0,18001
False,0,0,0,0,0,1,1,0,0,1,2937,93225,116,43,55,61,1148,99248,0,7604
True,0,0,0,0,1,0,0,0,0,0,2377,85385,100,50,31,109,597,106141,15335,15344
True,0,1,0,0,0,0,0,0,0,0,2622,91535,108,46,36,69,950,117538,0,15192
True,0,0,0,0,0,0,1,0,0,0,2647,83245,102,41,33,47,772,87509,5241,8983
False,0,0,0,0,0,0,0,0,0,0,2745,66365,92,26,53,59,864,103495,2116,3241
False,0,0,1,0,1,0,0,0,0,0,2986,78485,112,44,51,56,789,104992,734,1063
False,0,0,0,0,0,0,0,0,0,0,2059,21380,59,5,70,13,173,33863,0,1169
True,1,0,0,0,0,0,1,0,0,0,1861,74330,86,39,18,77,585,76517,0,18722
False,0,0,0,0,0,0,0,0,0,1,2277,47230,86,26,51,60,348,86585,0,483
True,1,1,0,0,0,0,0,0,0,1,2603,76315,99,35,33,81,812,93981,8095,17810
True,0,0,0,1,0,0,0,0,0,0,3413,120135,119,37,38,84,1367,121053,955,9187
True,0,0,0,1,0,1,0,0,0,0,1883,58525,83,36,18,72,480,72833,2258,10111
True,1,0,0,0,0,1,0,0,0,1,3060,100975,116,49,36,63,1002,117920,1052,16758
True,0,0,0,0,0,0,0,0,0,0,1940,71375,87,39,22,83,456,59372,3931,15636
True,1,0,0,0,1,0,0,0,0,0,1988,76420,86,49,17,93,570,79260,2284,15686
False,1,0,0,1,0,0,0,0,0,0,2461,63805,89,30,36,55,710,100698,8426,2670
False,0,0,0,0,0,0,0,0,0,0,2864,69330,96,38,41,65,757,86896,725,421
False,0,0,0,0,0,0,0,0,0,0,2174,47755,80,21,42,27,599,60411,0,1945
True,0,1,0,0,1,0,0,0,1,0,2896,106535,119,65,33,102,665,151176,2674,14285
True,0,0,0,0,1,0,0,1,0,0,2401,70145,93,35,24,64,667,63088,2742,8232
True,0,0,1,0,0,0,0,0,0,0,3352,107965,123,47,51,98,870,138191,2841,10198
True,0,0,0,0,1,0,0,0,0,0,2157,77600,92,47,24,86,506,94833,3174,16084
False,0,0,1,0,0,0,0,0,0,1,3251,78625,112,37,57,63,908,117905,2342,4394
False,0,0,1,0,0,1,0,0,0,0,2419,51055,80,28,51,35,534,71523,2055,1063
True,0,0,0,0,0,0,0,0,0,0,1439,49935,68,30,12,47,430,46217,4914,9079
True,1,0,0,0,0,0,0,0,0,0,2113,70200,87,44,37,67,573,75514,4552,16875
True,0,1,0,0,0,0,0,0,0,0,2262,76620,95,44,19,70,604,100426,11682,12731
True,0,0,1,1,0,0,0,0,0,0,3838,107200,113,55,73,84,1097,193171,256,15800
True,1,0,0,1,0,0,1,0,0,0,1501,57180,70,22,18,33,475,44145,1568,15871
True,0,0,1,0,0,0,0,0,0,0,1747,68055,83,45,24,58,574,57843,1990,14055
False,0,0,0,0,0,0,0,0,1,0,4362,123165,113,59,54,100,1621,189463,0,6458
True,0,1,0,0,0,0,0,0,0,0,2107,70245,83,48,24,25,545,73516,4790,10488
True,0,0,1,0,1,0,0,1,1,0,2965,99210,112,48,30,109,898,109051,2126,17789
False,0,0,0,0,0,0,0,0,0,0,1903,29920,68,12,58,31,359,56499,1482,1189
False,0,0,0,1,0,0,0,0,0,0,3113,95810,112,42,68,52,955,118438,2799,3604
True,0,0,0,0,0,0,0,1,0,0,2569,75430,95,26,41,39,723,73237,0,13278
False,0,0,0,0,0,0,0,0,0,0,1680,26500,59,12,88,22,87,40690,0,1629
True,0,0,0,1,0,0,0,0,0,0,2604,91615,110,46,33,89,876,121004,0,12180
True,0,1,0,0,0,0,0,0,0,0,2142,79105,92,47,21,85,598,90046,0,16440
False,0,1,0,0,1,0,0,0,0,0,3032,87455,105,34,42,53,1104,126267,2085,3342
True,0,0,0,0,0,0,0,0,1,0,3016,89185,109,46,31,100,919,126847,5633,17805
False,1,0,0,0,0,0,0,0,0,0,2318,63035,83,33,45,61,494,70856,2950,5713
True,0,1,0,0,0,0,0,0,0,0,2842,91230,108,36,35,90,871,86623,6792,14885
False,0,0,1,0,0,0,0,1,0,0,2429,60990,86,25,44,43,596,70482,1112,6024
False,0,0,0,0,0,0,0,0,0,0,3140,57905,96,23,68,43,570,98505,750,682
False,0,0,0,0,0,0,1,1,0,0,2848,70770,71,33,33,22,495,79051,0,11621
False,0,0,0,0,0,0,0,0,0,0,3163,103440,114,54,57,112,965,196743,5588,11117
True,0,0,0,1,0,0,0,0,0,0,2585,82560,98,51,28,100,539,102295,0,16612
False,0,0,0,0,0,0,0,0,1,0,2512,63235,94,35,45,63,529,122793,2823,4564
False,0,0,0,0,0,0,0,0,0,0,1311,20050,48,6,33,10,231,30352,311,652
False,1,0,0,1,0,0,0,0,0,0,2239,63715,86,28,47,49,543,74948,0,724
False,0,0,1,0,0,0,0,0,0,0,2543,77700,91,53,34,53,564,82805,0,9749
True,1,0,0,0,0,0,0,0,1,0,2638,82345,100,44,22,90,556,77553,1474,20448
True,0,1,1,0,0,0,1,0,0,0,3031,87085,115,51,47,93,768,118543,668,10960
False,0,0,0,0,0,0,0,0,0,0,2901,63450,102,36,68,58,730,123705,6656,1838
True,0,0,0,0,1,0,0,0,0,0,3307,102445,115,58,51,92,949,145345,0,17100
False,0,0,0,0,0,0,0,1,0,0,1389,27435,52,6,36,24,229,25918,0,449
True,1,0,0,1,0,0,1,0,0,0,1784,65680,75,35,9,72,413,59939,6295,19228
True,0,0,0,0,0,0,0,0,0,1,3585,107615,119,63,62,83,1286,179258,571,15735
False,0,0,0,0,0,0,0,0,1,0,1846,41445,76,20,46,39,375,48232,198,34
False,0,1,0,0,0,0,0,0,0,0,2349,56710,90,34,55,47,665,75658,3059,1536
True,0,1,0,0,1,0,0,0,0,0,2949,100585,113,65,39,82,675,110233,0,16321
False,0,0,0,0,0,0,0,0,0,0,2659,67655,91,24,37,65,733,71922,700,3096
True,0,1,0,0,0,0,0,0,0,0,2994,93355,114,54,44,88,887,136282,7071,17005
True,0,0,0,0,0,0,0,0,0,0,2954,89295,107,54,34,96,795,108793,8790,15387
False,0,0,1,0,0,0,0,0,0,0,2595,62175,86,26,50,51,718,78751,0,1915
False,0,0,0,1,0,0,0,0,0,0,2676,49940,83,28,72,37,344,82394,684,1100
False,0,0,0,0,0,0,0,0,0,0,2382,53965,81,27,69,47,407,85341,2771,2225
True,0,0,0,0,0,0,0,0,0,1,1473,61380,69,45,7,77,342,62352,924,18012
True,0,0,0,0,0,0,0,0,0,0,3676,106270,116,64,70,116,1180,199147,2919,10122
False,0,0,0,1,0,0,0,0,0,0,1569,21805,49,6,35,18,123,22302,66,67
True,0,0,1,0,0,0,0,0,0,0,3352,99710,114,48,37,69,1116,96072,400,10076
True,1,0,0,0,0,1,0,0,0,1,2313,75185,93,38,38,80,799,103334,2112,12418
False,0,0,0,0,0,1,1,0,0,0,1118,14360,36,4,14,6,105,14543,601,278
True,0,0,0,0,0,1,1,0,0,0,3037,86010,101,53,38,86,562,117136,0,8080
False,0,0,0,0,1,0,0,0,0,0,3498,115935,123,60,58,137,1231,196588,4244,1754
True,0,0,0,0,0,1,0,0,0,0,1977,75955,89,44,14,76,613,97253,3100,16305
True,0,0,0,0,1,0,0,0,0,0,2513,86490,103,49,41,97,723,130996,7799,18328
True,0,0,0,0,0,0,0,0,0,0,3394,104620,112,41,43,85,1176,146830,326,12010
False,0,0,0,1,0,0,0,0,0,0,2590,65240,90,21,42,35,773,78948,960,1654
True,0,0,0,0,0,0,0,0,1,0,3359,110290,121,64,60,112,888,133127,3496,11194
False,0,0,0,0,0,0,0,0,1,0,2457,51745,91,33,67,49,388,75084,1200,147
True,0,0,0,0,0,0,0,0,0,1,2555,81285,100,46,32,61,795,85501,0,15645
False,0,0,0,0,0,0,1,0,0,0,2727,50875,54,23,37,11,299,59546,632,5721
True,0,1,0,1,1,0,0,0,0,0,2370,82105,105,42,25,67,753,83934,0,17326
False,1,1,0,0,0,0,0,0,0,0,3098,79785,103,33,53,49,1000,120515,926,929
False,0,0,0,1,0,0,0,0,0,0,3185,87730,96,42,46,98,747,136285,13338,12027
True,0,0,0,0,1,1,0,1,0,0,2096,82320,99,44,22,67,786,79092,3677,16885
False,0,0,0,0,0,0,0,0,0,0,1920,44640,78,20,41,43,381,53870,9181,552
True,0,0,0,0,0,0,0,0,0,0,1952,79120,91,37,20,42,778,58980,4156,15578
True,0,0,0,0,0,0,0,0,0,0,2508,86670,95,36,29,77,822,94618,11375,15570
False,0,0,0,0,1,0,0,1,0,0,2115,63935,90,30,38,51,718,82777,0,604
True,0,0,0,0,1,1,0,0,0,0,2907,101015,115,55,36,93,950,120374,10033,15387
True,0,0,0,1,0,0,0,0,0,0,2388,81995,96,45,20,76,724,98966,5523,11926
True,0,0,0,0,0,0,1,1,0,0,3084,92595,113,58,50,108,791,160845,1783,19971
False,1,0,0,1,0,0,0,0,0,0,2481,77830,96,32,42,40,936,93820,0,4454
False,0,0,1,0,0,0,0,0,0,0,3725,105100,115,37,60,81,1239,174566,1500,7341
False,0,0,0,0,0,0,0,0,1,0,2314,51065,80,23,50,39,476,108183,582,613
True,1,0,0,0,0,0,1,1,0,0,2267,71285,98,41,22,96,689,77593,4089,14507
False,1,0,0,0,0,0,0,1,0,0,3127,68250,109,50,69,87,660,144813,2592,1814
False,0,0,0,0,1,1,0,0,0,1,3763,94890,114,42,68,72,1014,142524,0,3117
True,0,1,0,0,0,0,0,0,0,0,2206,75440,96,46,32,74,703,97183,3178,9283
False,0,1,0,0,1,0,0,0,0,0,2091,42150,72,16,50,27,474,45896,6090,2815
True,0,0,0,0,0,0,0,0,0,0,3197,88400,103,39,45,84,791,98874,11108,10803
False,1,0,0,0,0,1,0,0,1,0,2081,46890,78,26,35,40,535,39390,1401,1115
True,1,0,0,1,0,0,1,0,0,0,2938,92730,111,54,33,129,708,122243,2920,18775
False,0,0,0,0,0,0,0,0,0,0,2809,67285,92,25,47,52,614,84316,3232,3212
False,1,1,0,0,0,0,1,0,0,0,2994,70500,93,40,51,61,731,118360,4472,3152
False,0,0,0,0,0,0,0,0,0,0,2640,67520,96,40,50,40,845,82801,500,1995
True,0,0,0,0,1,0,0,0,0,0,3561,109260,122,67,46,130,935,164320,1043,16485
False,0,0,1,0,0,0,1,0,0,0,2338,47395,83,23,53,33,405,58160,1618,747
True,0,0,0,0,1,0,0,0,0,0,2326,78995,96,51,33,119,549,96798,4954,15064
True,0,0,1,0,0,0,0,0,0,0,2562,84455,98,33,27,68,803,91613,1075,19045
True,0,0,0,0,0,1,1,0,0,0,2926,78700,101,43,43,87,672,108829,1532,12706
True,1,0,0,0,1,0,0,0,0,0,2075,81360,88,36,42,59,608,70078,4089,15506
True,0,1,1,0,0,0,0,0,0,0,2940,84930,105,41,37,62,826,133264,2318,15261
False,1,0,0,0,0,0,0,0,0,0,2322,51730,82,31,39,49,431,81356,537,2613
True,0,0,0,0,0,0,0,0,0,0,2121,61615,87,28,24,70,603,91147,4108,18213
True,0,0,0,0,0,0,0,0,0,1,2136,74555,87,26,23,37,714,53836,498,18267
False,1,1,0,0,0,1,0,0,0,0,3148,83570,111,46,58,73,745,109313,1539,2668
True,0,0,0,1,0,1,1,0,0,0,3009,88940,105,40,44,80,1001,112344,4673,16798
False,0,0,0,0,0,0,1,0,0,0,2508,69350,95,20,34,38,888,69396,4808,1606
True,1,1,0,0,0,0,0,0,0,0,3510,106370,122,57,50,100,1101,161759,0,12449
True,1,0,0,0,0,0,0,0,0,0,3751,116955,121,51,51,110,1197,178029,1506,17320
True,0,0,0,0,1,1,0,0,0,0,2814,77755,108,54,52,93,715,114908,6056,18273
True,0,1,0,0,0,0,0,0,0,0,3763,107485,111,41,28,99,957,112859,24620,17518
True,0,0,1,0,0,0,0,0,1,0,1380,40570,55,19,7,26,296,31153,0,9408
True,0,0,0,0,0,0,1,1,0,0,1732,69715,83,27,13,46,582,44065,0,17621
True,0,1,0,0,0,0,0,0,0,0,3327,117800,102,54,38,57,837,137562,3843,15551
False,0,0,0,0,0,0,1,0,0,0,1625,35985,61,16,53,19,199,34849,0,0
True,1,1,0,0,0,0,0,0,0,0,3102,103520,114,34,37,49,1138,94388,2361,12016
True,0,0,0,0,0,0,0,0,0,1,2148,61975,78,48,24,52,391,66912,0,19128
False,1,0,1,0,0,1,0,0,0,0,1978,48595,66,17,31,18,298,44375,389,2083
True,0,0,0,0,0,0,0,0,1,0,3324,124800,120,68,47,70,900,127326,1382,17487
True,0,0,0,0,0,0,1,0,0,1,1977,75080,93,44,24,76,603,75228,0,16464
False,1,0,0,1,0,0,0,0,0,1,3258,96420,102,42,53,47,940,127537,1688,1279
True,1,0,0,0,1,1,0,0,0,0,2414,84740,107,53,35,73,897,95531,800,16270
True,1,0,1,0,0,0,0,0,0,0,1919,61860,90,46,28,74,512,74682,5949,13925
False,0,0,0,0,0,0,0,0,0,0,3029,77810,109,33,58,83,856,134710,1975,12761
True,0,0,0,0,0,0,0,0,0,0,2560,95775,108,69,37,116,566,130289,7961,12797
True,0,0,0,0,0,0,0,0,0,0,3165,105660,110,38,25,46,1159,125669,11326,18722
False,0,0,0,0,0,0,1,0,0,1,3427,103725,113,49,46,86,1027,136640,1425,3788
True,0,0,0,1,0,0,0,0,1,0,3122,92180,107,49,27,104,830,137767,6352,16210
True,0,0,0,0,0,0,0,0,0,0,2121,89845,97,45,29,81,773,83024,12010,19023
False,1,0,0,0,0,0,0,0,0,0,3212,85335,111,49,59,94,1001,122543,1779,1295
False,0,1,0,0,0,0,0,1,1,0,3939,108100,120,56,61,150,1149,193274,20928,5587
True,0,0,0,0,1,0,0,0,0,0,1783,65990,87,39,16,82,627,64184,819,16055
False,0,0,0,0,1,0,0,0,0,0,2247,46450,77,23,47,29,505,78750,250,2622
False,0,0,0,0,0,1,0,1,0,0,2284,49445,81,26,51,26,461,54895,164,1666
False,0,1,0,1,0,0,1,0,0,0,2848,62370,102,26,55,62,681,116902,0,2592
True,0,0,1,0,0,0,0,0,1,0,2494,94325,112,62,31,75,717,100710,0,16969
False,0,0,1,0,0,0,0,0,0,0,2301,48885,77,12,42,19,593,51326,0,1922
False,0,0,0,0,1,0,0,0,0,1,2385,58300,86,30,48,53,417,74477,0,4856
True,0,0,0,0,0,0,1,0,0,0,2789,110570,106,31,36,40,1204,107360,2551,20153
False,0,0,0,1,0,0,0,0,0,0,2753,102395,107,52,35,89,921,131784,0,10152
True,0,0,1,0,0,0,0,0,0,0,3372,87445,119,54,61,92,797,174366,3174,11496
False,0,0,0,1,0,0,0,0,0,0,2484,62745,90,35,51,47,567,81450,1248,2428
False,0,0,0,0,0,1,0,0,0,0,2595,66895,84,25,41,52,642,82722,62,441
True,0,0,0,1,0,0,0,0,0,0,3246,100980,109,37,67,61,892,135488,0,20523
True,0,0,0,0,0,0,0,0,0,0,2246,56875,81,20,42,36,460,60358,5508,10194
True,0,0,0,0,1,0,0,0,0,0,2656,96525,104,41,41,69,910,112174,0,15303
False,0,0,0,0,0,0,1,0,0,0,3660,105725,116,55,56,125,1003,185140,13979,16711
False,0,0,0,0,0,1,1,0,0,0,2460,63325,90,38,39,76,614,92519,800,1805
True,0,0,1,0,0,0,0,0,0,1,2437,75800,97,23,15,33,1107,58625,0,18565
True,0,0,0,1,0,0,0,0,0,1,1953,76245,88,53,23,85,479,93746,3131,13111
True,1,0,0,0,0,1,0,0,0,0,3696,111075,119,62,60,99,1147,155167,12844,13945
True,0,0,0,0,0,0,1,0,0,0,2597,81525,102,37,31,85,737,124479,2941,14721
True,0,1,0,0,0,0,0,0,0,0,3544,102715,121,47,46,112,1062,153379,2619,17449
True,1,0,1,0,0,0,0,0,0,1,2168,82000,94,41,27,56,650,68843,1997,18310
False,0,0,0,0,0,1,0,0,0,0,2485,67985,84,20,40,33,632,53056,0,1491
False,0,0,0,0,1,0,0,0,0,0,2508,56195,80,19,54,34,585,59743,603,862
False,1,0,0,0,0,1,0,0,0,0,3235,73055,102,41,69,56,796,105804,3986,2671
False,0,0,0,0,1,0,0,0,0,0,3375,99245,115,60,68,109,958,166627,6906,4716
False,1,0,0,0,0,0,0,0,0,1,3029,82385,105,32,53,66,852,117264,0,6794
True,0,0,0,0,0,0,0,0,0,1,2641,86400,102,53,33,72,773,134510,0,14856
True,0,0,0,0,0,0,0,0,0,0,2033,87045,99,60,24,77,629,109595,2390,12333
True,0,0,0,0,1,0,0,0,0,1,2333,84105,99,55,34,75,568,94297,1122,16384
True,0,0,0,0,0,0,0,0,0,0,2303,68340,84,34,17,57,590,83349,2345,8007
False,0,0,0,0,0,1,0,0,0,1,2508,62135,83,24,29,43,575,66646,3430,2544
True,0,0,0,1,0,0,0,1,0,0,3304,127400,117,45,33,83,1347,134227,2250,16203
True,0,0,0,0,0,0,0,0,0,0,2517,87390,103,42,28,74,865,92491,5119,15219
True,0,0,0,0,0,0,0,0,0,0,1880,77765,87,35,42,49,510,64726,2277,15649
False,0,0,0,0,0,0,0,0,0,0,2640,80135,98,28,45,54,657,91877,0,2044
True,0,0,0,0,0,0,1,1,1,0,1763,75335,81,30,17,53,630,51114,1605,17708
True,1,1,0,0,0,0,0,1,0,0,2604,64310,86,41,34,56,428,82216,3722,6789
True,0,1,0,1,0,0,0,1,1,0,3120,109095,117,53,50,96,1076,120383,1953,11344
True,0,0,0,0,1,0,0,0,0,0,2582,65900,92,29,25,62,707,81047,3352,17693
False,1,0,0,0,1,0,0,0,0,0,2641,54195,77,21,45,33,529,46224,4757,3810
True,0,0,1,0,0,0,0,0,0,0,2619,87350,105,51,37,112,793,99308,1350,12988
True,0,1,0,0,0,0,0,1,1,0,2132,68400,89,40,21,45,534,89156,728,11964
False,0,0,1,0,0,0,0,0,0,0,2521,52735,84,21,38,45,590,67365,1920,376
False,1,0,0,0,1,0,0,0,0,0,3297,87270,115,37,29,67,1077,104183,3012,3183
True,0,1,1,0,0,0,0,0,0,0,2090,61070,86,38,17,78,530,64409,1449,15873
False,0,0,0,0,0,0,0,0,0,1,2927,71790,98,38,47,55,672,89900,1667,4977
True,0,1,0,0,0,0,0,1,0,0,1979,76265,92,54,20,79,627,77475,939,10836
True,0,0,0,0,0,1,0,0,0,0,3692,94205,108,51,76,90,885,223032,550,16172
