radiant_win,npc_dota_hero_pudge,npc_dota_hero_phantom_assassin,npc_dota_hero_legion_commander,npc_dota_hero_sniper,npc_dota_hero_slark,npc_dota_hero_juggernaut,npc_dota_hero_invoker,npc_dota_hero_axe,npc_dota_hero_riki,npc_dota_hero_mirana,Duration,AboveAverGoldSpent,AboveAverLevel,AboveAverKills,AboveAverDeaths,AboveAverLast_hits,AboveAverHero_damage,AboveAverTower_damage,Highest1AverageItemCost,Highest2AverageItemCost,Highest3AverageItemCost,Highest4AverageItemCost,Highest5AverageItemCost,AboveAverItemCost
False,0,0,0,0,0,0,0,0,0,1,2636,1,2,1,3,1,2,1,3644.0,1582.0,1150.0,1003.75,877.0,1
True,0,0,0,0,0,0,1,0,1,0,3961,2,4,2,3,3,3,2,5384.0,4285.0,3909.0,3427.0,2658.0,2
False,0,1,0,0,0,0,0,0,0,0,2973,2,2,2,2,2,2,2,3475.0,2941.6666666666665,2303.75,2303.75,1745.0,2
True,0,1,0,0,1,0,0,0,0,0,2020,3,3,2,3,2,3,1,2694.0,2591.6666666666665,2453.0,2153.0,1847.0,3
False,0,1,0,0,0,0,0,0,0,0,2685,3,2,3,2,3,3,3,2473.3333333333335,2347.5,1856.0,1453.0,783.3333333333334,3
False,0,0,0,0,1,0,0,0,0,0,3439,2,3,2,4,2,4,1,4655.0,3341.25,3093.75,1615.0,1568.75,3
True,0,1,0,0,0,1,0,0,0,1,2769,3,3,2,3,2,2,3,2913.0,2408.0,2390.0,2095.0,1360.0,3
True,1,0,0,0,0,0,0,0,0,0,1987,3,3,3,2,2,1,2,2525.0,2008.3333333333333,1965.0,1877.5,1328.0,3
True,0,1,0,0,0,1,0,0,0,0,2873,3,4,2,3,2,2,2,3370.0,2968.75,2873.0,2774.0,2600.0,2
True,1,0,0,0,0,1,0,0,0,0,1575,3,2,2,2,2,2,3,1827.0,1802.0,1290.0,1232.0,1178.0,2
True,0,0,0,0,1,0,0,0,0,0,2330,3,3,3,3,2,2,2,3781.25,3037.0,2956.25,2903.0,1607.0,4
True,0,0,0,0,1,0,1,0,0,1,2842,2,2,3,2,2,4,3,3290.0,3276.25,3247.0,2720.0,2168.0,3
True,0,0,0,0,0,0,0,1,1,0,3004,2,3,3,3,2,2,2,4805.0,3355.0,3212.5,2860.0,2780.0,1
False,0,0,0,0,1,0,0,0,0,0,1732,1,3,3,3,3,2,2,2785.0,1211.6666666666667,0,0,0,2
True,0,0,0,0,0,0,0,0,0,0,2970,3,3,2,2,3,3,2,3780.0,3384.0,2518.0,2397.0,2243.75,2
False,0,0,0,1,0,0,0,0,0,0,2787,2,3,2,3,2,1,3,3740.0,2958.75,2771.25,2245.0,2130.0,3
False,0,1,0,0,0,0,0,0,0,0,3589,3,1,3,2,3,2,2,3519.0,3230.0,2641.0,2271.25,1980.0,2
True,0,0,0,0,0,0,0,0,0,0,2171,3,2,2,3,2,2,2,3440.0,2465.0,2079.0,1967.0,1195.0,2
True,0,0,0,0,0,0,0,0,0,0,2428,2,2,2,3,2,2,2,3560.0,3297.0,3196.0,2768.75,2006.25,3
True,0,0,0,0,0,1,1,0,0,0,2217,3,3,2,3,2,3,2,3103.0,2984.0,2647.5,1666.25,1647.5,3
False,0,1,0,0,0,0,0,0,0,0,1553,2,3,3,2,3,3,1,1480.0,1220.0,1049.0,713.0,364.0,3
True,0,0,0,0,1,0,0,0,0,0,3248,3,4,3,2,4,2,2,3875.0,3736.0,3399.0,2138.0,803.75,3
True,1,1,0,0,0,0,0,0,0,0,1792,3,3,3,2,3,1,2,2840.0,2755.0,2583.0,2385.0,1682.0,3
False,0,0,0,0,0,0,0,0,0,0,2008,2,3,2,2,3,3,1,2226.0,1683.0,1324.0,969.0,355.0,3
True,0,1,0,0,0,0,0,0,0,0,2429,2,3,3,4,2,3,3,3374.0,2840.0,2450.0,2030.0,1737.5,2
True,0,0,0,0,0,0,0,1,0,0,3288,2,3,2,2,3,2,1,4192.0,3430.0,3300.0,3115.0,2911.0,2
True,0,0,0,0,0,0,0,0,0,0,3667,2,2,2,2,2,3,2,4470.0,4350.0,2275.0,1328.0,1157.0,2
False,0,1,0,0,1,0,0,0,0,0,2176,2,3,2,1,2,3,2,1697.5,1687.5,1662.5,1350.0,1125.0,3
True,1,0,0,0,1,0,0,0,0,0,2516,2,2,3,3,1,2,1,4780.0,2441.0,1975.0,1581.25,1478.75,1
False,0,1,0,1,0,0,0,0,0,0,2973,2,3,2,3,2,2,1,4043.75,3412.0,2888.0,1530.0,1163.0,3
True,0,0,1,0,1,0,0,1,0,0,1538,1,1,2,3,1,2,2,3000.0,2433.3333333333335,2197.0,1653.75,913.0,3
True,0,1,0,0,0,0,0,0,0,0,3356,2,2,2,3,2,2,2,4575.0,4263.0,2717.0,2716.25,1738.0,2
True,0,0,0,0,0,0,0,0,0,0,2096,2,2,2,2,2,2,3,3141.6666666666665,2893.0,2671.25,2325.0,1715.0,3
True,0,0,0,0,0,0,0,0,0,0,1839,2,3,1,3,3,2,3,3322.0,3012.5,2458.3333333333335,2252.0,1773.0,2
True,1,1,0,0,1,0,0,0,1,0,2618,2,3,3,3,2,3,2,3810.0,3695.0,2494.0,2490.0,2456.25,2
True,0,0,0,0,0,0,0,1,0,0,2627,3,4,2,4,2,2,2,4323.0,3200.0,2694.0,1930.0,1900.0,2
True,0,0,0,0,0,0,0,0,0,0,2540,2,2,2,3,2,2,3,4150.0,3651.0,2978.0,2655.0,1545.0,2
True,1,0,1,0,0,1,0,0,0,0,2165,3,3,2,2,3,2,2,4154.0,3510.0,3143.0,2417.5,1953.0,3
True,0,0,1,0,0,0,0,0,0,0,1969,3,2,2,3,2,2,3,3112.5,2663.0,2200.0,1975.0,1400.0,2
False,0,0,0,0,0,0,0,0,0,0,1930,2,2,2,3,2,2,1,2208.0,1615.0,1262.5,1203.0,922.5,2
False,1,1,0,0,0,0,1,0,0,0,3026,2,2,2,3,2,2,2,4166.666666666667,3341.6666666666665,3075.0,2490.0,2181.25,3
True,0,0,0,0,0,0,0,1,0,1,2041,3,2,3,2,3,2,2,4800.0,2550.0,1684.0,1646.0,1345.0,2
True,0,0,0,0,0,0,1,0,1,0,2112,2,3,3,2,1,2,2,2987.5,2914.0,2387.5,2375.0,1637.0,2
True,1,0,1,0,0,1,0,0,0,0,2667,1,4,3,3,2,2,1,4393.0,3441.25,2910.0,1731.0,1407.0,3
True,1,0,0,0,0,1,0,0,0,0,2612,1,3,3,3,3,3,2,3655.0,2630.0,2435.0,2071.25,1553.0,2
True,0,0,0,0,0,0,0,1,0,0,1556,3,3,2,3,2,4,2,2785.0,2425.0,2262.5,1970.0,1133.0,3
True,0,0,0,0,1,0,0,0,0,1,2856,3,3,2,3,3,2,2,4105.0,3298.3333333333335,3298.0,2842.0,2254.0,3
True,0,0,0,0,0,0,0,0,0,0,3278,4,3,3,3,3,3,2,4660.0,3774.0,3338.0,2895.0,1656.25,3
True,1,0,0,0,0,0,0,0,0,0,1756,2,2,1,2,1,1,1,2577.0,2543.75,1600.0,1580.0,793.0,2
True,0,0,0,0,0,0,0,0,0,0,2432,2,3,1,2,2,2,2,4505.0,3444.0,2185.0,2110.0,882.5,2
False,1,0,0,0,0,0,0,0,0,0,1895,2,1,3,3,2,2,1,2655.0,1527.0,907.0,768.0,647.5,2
True,1,0,0,0,1,0,0,0,0,0,2055,2,3,2,3,1,3,2,2541.6666666666665,2072.0,2027.0,1947.0,1866.0,1
True,0,0,0,1,0,0,0,0,0,1,2886,3,2,2,2,3,2,1,3821.0,3718.0,2944.0,2900.0,1110.0,4
False,0,0,0,0,0,0,0,0,0,1,2172,3,3,2,3,2,3,2,2512.5,2037.0,1564.0,1298.0,718.75,2
True,1,0,0,0,1,0,0,0,0,0,1873,2,2,2,3,2,2,2,3360.0,2885.0,2345.0,2015.0,1778.0,2
True,0,0,0,0,0,0,0,0,0,0,1946,3,3,2,3,2,2,2,3130.0,2130.0,2010.0,1123.0,859.0,3
True,0,0,0,0,0,1,1,0,0,0,1942,2,3,2,4,2,1,1,3105.0,2761.0,2693.0,2328.75,1787.5,3
True,0,0,0,0,1,0,0,0,0,0,2122,2,2,1,3,2,2,1,3040.0,2965.0,2250.0,1710.0,1330.0,2
True,1,0,1,0,0,0,0,0,0,0,2227,2,2,1,2,2,1,1,3045.0,2261.0,1950.0,1610.0,1383.0,2
True,0,0,0,0,0,0,0,0,0,0,2925,2,4,2,2,2,2,2,3499.0,2152.0,2015.0,1962.5,1662.5,1
True,0,0,0,0,0,0,0,0,0,0,2831,2,3,1,2,2,2,1,4972.5,4773.333333333333,3139.0,2065.0,1874.0,2
False,0,1,0,0,0,0,1,0,1,0,2475,3,2,2,4,3,2,1,2878.75,2846.25,2560.0,2497.5,1714.0,3
True,1,0,0,0,0,0,1,0,0,0,2701,2,2,3,2,3,3,1,4235.0,2700.0,2227.0,2045.0,1557.0,2
True,0,0,0,0,0,0,1,0,1,0,3028,3,3,3,2,3,1,2,3655.0,3246.6666666666665,3200.0,2903.0,2247.0,3
True,0,0,0,0,0,0,0,0,0,0,2045,2,3,3,2,2,2,3,3424.0,3040.0,2650.0,2090.0,1140.0,3
True,0,0,0,0,0,0,1,0,0,0,3130,2,3,2,2,2,3,3,3955.0,3744.0,3637.5,3390.0,2266.0,3
True,1,0,0,0,0,1,0,0,0,0,2317,2,3,3,2,2,2,2,3570.0,2906.0,2130.0,1857.0,1527.5,2
True,0,0,0,0,0,0,0,0,0,0,2569,2,3,3,2,1,3,1,3864.0,2343.0,1802.5,1687.0,1503.0,2
False,0,0,0,0,1,0,0,0,0,0,2640,2,2,2,3,2,2,2,3229.0,2520.0,2109.0,1875.0,1186.0,2
False,0,0,0,0,0,0,0,0,0,0,3041,2,2,2,1,2,3,3,4137.5,3215.0,2528.0,2475.0,2107.0,2
False,0,0,0,0,0,0,0,0,0,0,1766,3,3,3,2,2,1,3,3050.0,1850.0,0,0,0,2
False,0,0,0,0,0,1,0,0,0,0,2259,1,3,3,3,1,2,3,4154.0,2003.0,1941.6666666666667,1795.0,633.3333333333334,1
False,0,0,0,0,0,0,0,0,0,1,1950,3,2,2,3,3,1,1,1559.0,918.75,678.0,483.3333333333333,272.0,2
True,0,0,1,0,1,0,0,0,0,0,2723,3,3,2,2,2,3,3,3297.0,2977.0,2944.0,2894.0,2151.0,4
False,1,0,0,0,0,0,1,0,0,0,2470,2,3,3,3,3,2,2,2133.0,1972.0,1917.0,1735.0,1277.0,3
False,0,0,0,0,0,0,0,0,0,0,2514,3,3,2,2,2,2,2,2421.0,2040.0,2040.0,1595.0,981.0,3
True,0,0,0,0,0,0,0,0,1,0,2197,3,3,3,4,2,3,1,4595.0,4093.75,3038.0,1356.25,1346.6666666666667,3
True,0,1,0,0,0,0,0,0,0,1,2472,3,2,2,4,3,2,2,3390.0,3035.0,2868.0,2805.0,2520.0,2
False,0,0,0,0,1,0,0,0,0,0,2368,2,2,2,3,2,2,2,1550.0,1342.0,1297.0,810.0,631.0,3
False,0,1,1,0,0,0,0,0,0,0,2365,2,3,1,1,2,2,2,2637.0,2093.0,2083.3333333333335,2078.75,362.5,4
True,0,0,0,0,0,0,1,0,0,0,2688,2,2,3,2,2,1,2,4520.0,3215.0,1817.0,1478.0,0,2
False,1,0,0,0,0,0,0,0,0,0,2445,3,3,3,2,3,1,2,3150.0,2404.0,1708.0,1395.0,1219.0,2
False,0,0,1,0,0,0,0,0,0,0,2967,1,3,2,2,3,1,1,3699.0,2762.0,2710.0,2655.0,2206.0,1
True,0,0,0,0,0,1,0,0,0,0,2174,1,1,2,4,1,2,2,4805.0,2806.25,2671.6666666666665,2578.75,2491.6666666666665,1
False,1,0,0,0,1,0,0,0,0,0,2272,3,4,3,3,3,3,2,1955.0,1895.0,1653.0,1212.0,848.0,3
True,0,1,0,1,0,0,0,0,0,0,5013,2,5,3,3,2,2,2,4640.0,4540.0,3805.0,3410.0,2894.0,2
False,0,0,0,0,0,0,0,0,0,0,2799,2,2,2,2,2,2,2,2865.0,1945.0,1650.0,1250.0,1040.0,2
False,0,0,0,0,0,0,0,0,0,0,3393,1,3,2,3,2,2,1,4634.0,3414.0,2375.0,2298.0,2288.0,2
False,0,1,0,1,0,0,0,0,0,0,2878,2,2,3,3,3,2,1,2263.0,1856.25,1723.0,1402.0,1266.25,3
True,0,0,0,0,0,0,0,0,0,0,3017,2,2,1,3,2,2,2,4493.0,4080.0,2996.25,2825.0,1707.0,2
False,0,0,0,0,0,1,0,0,0,0,3434,2,3,4,3,2,3,1,4155.0,3780.0,3024.0,2260.0,0,3
False,1,0,0,0,0,0,0,0,0,1,2840,3,3,2,3,2,2,5,3237.5,2665.0,2320.0,2250.0,1923.0,2
True,0,0,0,0,0,1,0,0,0,0,3337,3,3,2,2,3,3,2,4404.0,4100.0,4098.0,2393.75,2021.6666666666667,3
False,0,0,0,0,0,0,0,1,0,0,3815,2,5,4,4,3,3,2,4127.0,3165.0,2740.0,2490.0,1678.0,2
True,0,0,0,0,0,0,1,0,0,0,2571,2,2,2,4,2,2,3,3454.0,2979.0,2362.0,2193.75,2150.0,2
True,0,0,0,0,0,0,0,0,0,0,3256,1,2,2,2,2,3,1,5150.0,3716.6666666666665,3431.25,2354.0,1606.0,3
False,0,1,0,1,0,0,0,0,0,0,1354,2,3,2,3,3,2,1,1757.5,1593.75,1068.75,0,0,3
False,0,0,0,0,0,0,0,0,0,0,2251,1,3,3,2,2,3,1,2551.0,1948.0,1445.0,1367.0,260.0,2
False,0,1,0,1,1,0,0,0,0,0,1971,3,3,1,3,3,3,2,1598.0,1198.0,1141.0,1020.0,795.0,2
False,0,0,0,0,0,0,0,0,0,0,2152,2,2,2,3,2,3,1,2760.0,2494.0,2453.3333333333335,1850.0,472.5,3
True,0,1,0,1,0,0,0,0,0,0,2132,3,2,1,2,2,1,3,3408.0,3098.0,2095.0,1917.5,871.0,2
True,0,1,0,0,0,0,0,0,1,0,3053,3,3,1,2,3,2,1,4664.0,3150.0,2477.5,2370.0,2250.0,2
True,0,0,0,0,0,0,0,0,0,0,3095,3,3,2,3,3,2,2,4638.0,3527.0,3429.0,2091.6666666666665,1750.0,3
True,0,0,0,0,0,1,0,0,0,0,4074,2,3,2,3,3,2,2,5025.0,4370.0,3062.0,1933.0,1575.0,2
True,0,1,0,0,0,0,0,0,0,1,2062,3,3,2,3,2,2,3,4118.0,2924.0,2814.0,2383.0,2167.0,2
True,0,0,0,0,0,1,0,0,0,0,2673,2,2,2,2,2,2,2,4342.5,3468.0,2680.0,2222.0,1343.0,2
True,0,1,0,0,1,0,0,0,0,0,2167,2,2,2,3,2,2,2,2962.0,2900.0,2202.0,2017.0,1433.75,2
True,1,0,0,0,0,0,1,0,1,0,2577,2,2,2,3,3,3,2,3854.0,2652.0,2612.5,1875.0,1308.3333333333333,3
False,0,0,0,0,1,0,0,0,0,1,2358,2,3,2,1,2,2,2,3137.5,2355.0,1980.0,1058.0,617.0,3
True,0,0,0,0,0,0,0,0,0,0,2483,2,3,3,3,3,3,2,4222.0,4040.0,3015.0,1710.0,0,3
False,1,0,0,0,0,0,0,0,0,1,3802,2,3,2,2,1,2,2,4450.0,3650.0,3129.0,2437.0,2003.0,2
True,0,1,1,0,0,0,0,0,0,0,2452,3,3,2,2,2,2,1,2798.0,2415.0,2342.0,2049.0,1768.75,3
True,0,0,0,0,1,0,0,1,0,0,2209,1,3,2,2,2,2,1,4730.0,3181.25,3149.0,2157.0,786.0,3
False,0,1,0,0,0,0,0,0,0,0,3356,2,2,4,4,2,2,1,3630.0,2010.0,1975.0,1895.0,1020.0,1
False,0,0,1,1,0,0,0,0,0,0,2145,3,3,1,4,2,2,2,2516.6666666666665,2088.0,1288.0,1249.0,1192.5,2
True,0,0,1,0,0,1,0,0,0,0,3293,2,3,3,3,2,2,1,5110.0,3586.0,3118.0,2534.0,2068.75,2
False,0,0,0,0,0,0,0,0,0,0,2092,2,2,2,3,2,2,2,2231.25,2031.0,1580.0,1355.0,809.0,2
True,0,0,0,0,1,0,1,0,0,0,1967,2,3,3,3,2,3,1,2698.75,2233.0,1822.0,1612.5,553.0,3
True,0,0,0,0,0,0,0,0,1,0,2376,3,3,2,2,1,2,2,4434.0,3123.3333333333335,3092.0,2758.0,1599.0,3
False,0,0,0,0,0,0,0,0,0,0,2331,3,2,3,2,3,3,1,2737.5,2720.0,1998.0,1354.0,956.25,3
True,0,0,0,0,0,0,0,0,0,0,1952,3,4,3,3,1,2,1,3450.0,2473.0,2120.0,1950.0,0,3
True,0,0,1,0,1,0,0,0,0,0,2154,2,2,2,2,3,2,2,3300.0,3205.0,2255.0,2151.6666666666665,2066.0,2
False,0,1,1,0,0,0,0,0,1,0,2143,1,1,2,2,2,2,1,2380.0,2125.0,2123.3333333333335,2112.5,1463.0,4
False,0,0,0,0,1,0,0,0,0,0,2134,3,2,2,3,3,2,1,2377.5,2187.5,1468.75,1461.0,1435.0,2
True,1,0,0,0,0,0,0,0,0,0,2068,2,3,2,2,2,2,2,3210.0,3116.0,2791.6666666666665,1706.25,1493.0,3
True,0,0,1,0,0,1,0,0,0,0,3182,3,3,3,2,2,3,1,4200.0,3518.0,2955.0,2725.0,2495.0,2
False,0,1,0,0,0,0,0,1,0,0,2122,1,1,1,3,4,1,3,2817.0,1508.0,1430.0,1258.3333333333333,1032.5,1
True,0,0,1,0,0,0,0,0,0,0,2192,2,2,3,2,3,3,1,2654.0,2610.0,2498.0,2184.0,1795.0,3
True,0,0,0,0,0,0,0,0,0,0,2276,3,2,3,1,2,3,1,3800.0,2510.0,2392.5,2137.0,1315.0,2
True,0,0,1,0,1,0,1,0,0,0,2126,2,2,2,2,3,2,1,3310.0,3286.0,2213.0,1602.0,1340.0,2
