radiant_win,npc_dota_hero_pudge,npc_dota_hero_phantom_assassin,npc_dota_hero_legion_commander,npc_dota_hero_sniper,npc_dota_hero_slark,npc_dota_hero_juggernaut,npc_dota_hero_invoker,npc_dota_hero_axe,npc_dota_hero_riki,npc_dota_hero_mirana,Duration,AboveAverGoldSpent,AboveAverLevel,AboveAverKills,AboveAverDeaths,AboveAverLast_hits,AboveAverHero_damage,AboveAverTower_damage
False,0,0,0,0,0,0,0,0,0,1,3350,2,3,1,2,3,2,1
True,0,0,0,0,0,0,0,0,0,0,3179,3,4,1,3,3,1,2
True,1,0,0,0,0,0,0,0,0,0,2283,2,2,2,2,2,2,2
True,0,0,0,0,0,0,0,1,0,0,3152,2,3,2,3,3,2,3
True,0,0,0,0,0,0,0,0,0,0,2025,2,3,3,2,3,2,3
True,0,0,0,0,1,0,1,0,0,0,2528,3,3,2,2,2,2,2
False,1,0,0,1,0,0,0,0,0,0,2157,3,2,2,3,3,2,2
True,0,1,0,1,0,0,0,0,0,0,2897,1,3,2,3,2,2,3
True,0,1,0,0,0,0,0,0,0,0,1445,3,3,3,3,2,2,2
True,0,0,1,0,0,0,0,0,0,0,3623,3,4,2,2,2,2,3
True,0,0,0,1,1,0,0,0,0,0,1382,2,3,3,4,3,2,2
False,0,0,0,0,0,1,0,0,1,0,2943,3,3,2,2,2,1,4
True,0,0,0,0,0,0,0,0,0,0,1371,3,3,3,2,2,2,2
False,0,0,0,0,0,0,0,0,0,0,3714,3,3,1,2,3,3,2
True,1,1,0,0,0,1,0,0,0,0,1418,3,2,2,3,3,3,2
False,0,0,0,0,0,0,1,0,0,0,2051,2,3,3,3,3,2,2
True,0,0,0,1,0,0,0,0,0,0,2214,3,3,2,4,2,2,2
True,0,1,1,0,1,0,0,0,0,0,2425,3,4,3,3,3,2,2
True,0,0,0,0,1,0,0,0,0,0,1953,4,2,2,4,3,3,1
True,0,0,0,0,0,0,0,0,0,0,849,3,2,3,2,2,3,1
False,0,1,0,1,0,1,0,0,0,0,2392,3,2,4,2,2,2,1
False,0,0,0,0,1,0,0,0,0,0,2962,3,3,3,2,2,3,1
False,0,0,1,0,0,0,0,0,0,1,3053,4,3,3,2,3,3,2
False,1,0,0,1,1,0,0,0,0,0,2554,3,3,3,2,2,3,2
True,0,1,1,0,0,0,0,0,0,0,2908,2,3,2,2,3,2,2
True,1,1,0,0,0,0,0,0,0,0,2637,1,4,2,3,2,2,1
False,0,0,1,0,0,0,0,1,0,0,3015,3,3,3,3,2,2,2
False,0,0,0,0,1,0,1,0,0,0,2402,2,2,2,4,3,1,2
False,0,0,0,0,0,0,1,0,0,0,2091,3,4,1,2,4,2,1
True,0,0,0,0,1,0,0,0,1,0,3272,3,3,1,3,3,1,2
True,0,1,0,0,0,0,0,0,0,0,3970,3,4,2,2,2,1,1
False,0,0,0,0,0,0,1,0,0,0,2299,1,2,2,2,2,2,1
True,1,0,0,1,0,1,0,0,0,0,3032,1,3,2,2,2,2,3
True,0,0,1,0,0,0,0,0,0,0,2212,2,3,2,2,2,2,2
True,0,0,0,0,0,0,0,0,0,0,1959,3,3,3,1,2,3,3
True,0,0,0,1,1,0,0,0,0,0,3552,2,3,2,3,4,2,2
True,0,1,0,0,0,1,0,1,0,0,2365,3,3,2,2,3,2,2
True,1,0,1,0,0,0,0,0,0,0,2994,2,3,2,3,2,3,2
True,1,0,0,0,0,0,0,0,0,0,2059,1,2,1,3,2,1,2
True,0,0,0,0,0,0,0,0,0,0,1445,3,3,2,1,3,2,2
True,1,0,0,0,0,0,0,0,0,0,2045,2,2,3,1,2,2,2
False,0,0,0,0,1,0,0,0,1,0,2621,3,3,2,3,2,3,2
False,1,1,0,0,0,0,1,0,0,0,2176,3,2,2,2,3,2,2
True,0,0,1,0,0,0,0,0,1,0,2430,3,3,1,4,2,2,2
True,1,0,0,1,0,0,0,0,0,0,2267,2,3,2,3,2,3,3
True,0,0,0,1,1,0,0,1,0,0,2163,3,3,2,2,3,2,1
True,0,0,0,0,1,0,0,0,1,1,2467,1,3,2,3,1,2,1
False,1,1,0,0,0,0,0,0,0,0,2538,2,2,2,4,3,3,2
True,0,0,0,0,0,0,0,0,0,0,1639,2,2,3,1,3,3,3
True,0,1,0,0,0,0,0,1,0,1,2053,3,3,3,2,2,2,3
False,0,0,0,0,0,0,0,0,0,0,3121,2,3,3,3,2,2,3
True,1,0,0,0,0,0,0,0,0,0,3222,2,3,3,2,2,2,2
False,0,0,1,1,0,0,0,0,0,0,3387,2,3,2,3,2,3,2
False,0,0,0,0,0,0,0,0,1,0,3912,1,5,3,1,2,2,2
False,0,0,0,0,0,0,1,0,0,0,2504,2,4,4,2,3,2,3
True,0,0,1,0,0,1,0,0,0,0,1864,2,3,2,3,3,2,1
False,1,0,0,0,0,0,0,0,0,0,2366,2,2,4,2,3,1,2
True,0,0,0,0,0,1,0,1,0,0,2835,2,3,2,2,3,2,1
False,0,0,1,1,0,0,0,0,1,0,2708,3,3,2,2,3,3,2
False,0,0,0,1,0,1,0,0,0,0,1996,2,2,2,2,2,3,2
True,0,0,1,0,0,0,0,0,0,0,1801,4,3,2,3,2,2,3
True,0,0,0,0,1,0,0,1,0,0,2500,2,1,3,3,2,2,3
False,0,0,0,0,0,0,0,0,0,0,3275,3,3,3,2,3,3,1
False,0,0,0,0,1,0,0,0,0,0,1992,3,3,3,4,3,3,2
False,0,0,0,0,0,0,1,0,0,0,2108,2,2,3,2,1,2,2
True,0,0,0,0,0,0,0,0,0,0,2839,3,3,2,3,2,1,2
True,0,1,1,0,0,0,0,0,0,0,1798,3,4,1,1,3,2,2
False,0,0,0,0,0,0,0,0,0,0,3364,3,4,2,3,2,3,2
True,0,0,0,0,0,0,0,0,1,0,2730,2,3,2,3,3,3,2
False,0,0,0,0,0,0,0,0,0,0,3519,1,2,3,2,1,3,1
False,0,0,0,0,0,0,0,0,0,0,2809,3,2,3,3,2,2,1
False,0,1,0,0,0,0,0,0,0,0,3173,2,3,2,2,2,3,2
True,0,0,0,0,0,1,0,0,0,0,3537,2,3,2,3,3,2,2
False,0,0,0,0,0,0,1,0,0,1,3442,1,3,2,4,3,3,2
True,1,0,0,0,0,0,0,0,0,1,2544,3,4,2,3,2,2,2
True,0,0,0,0,0,0,1,0,0,0,2279,2,3,2,3,3,2,3
True,0,0,0,0,0,0,0,0,0,1,3382,2,3,3,2,3,2,1
True,0,0,0,0,0,0,0,1,0,1,2492,3,3,1,4,3,2,2
True,0,0,0,0,0,0,0,0,0,0,1538,2,2,1,2,3,3,2
False,0,0,1,0,0,0,1,0,0,0,3245,2,3,3,3,2,3,2
True,0,0,0,0,0,0,0,0,0,0,1540,2,3,3,4,3,2,1
False,0,0,0,0,0,0,0,0,0,0,2810,3,1,4,3,1,3,3
True,0,0,0,0,0,0,0,1,0,0,2222,2,2,2,3,2,2,2
True,0,0,0,1,0,0,0,0,0,0,2260,3,3,2,3,2,2,2
False,0,1,1,0,1,0,0,0,0,0,2604,2,3,1,3,2,2,1
True,1,0,0,0,1,0,0,0,0,0,3301,2,3,1,3,3,2,2
True,0,1,0,0,1,0,0,0,0,0,2876,4,3,3,2,2,2,2
True,0,0,0,0,1,0,0,0,0,1,2921,3,2,3,3,3,3,2
True,0,0,0,0,0,0,0,0,0,1,2943,3,3,1,4,2,2,2
False,0,0,1,0,0,1,0,0,0,0,2952,2,2,3,2,2,2,1
True,0,1,0,0,1,0,0,0,0,0,2192,2,3,2,2,2,2,2
False,0,0,0,0,0,1,1,0,0,0,3122,3,4,2,2,2,3,2
False,0,0,0,1,0,0,0,0,0,0,4534,3,4,2,3,2,3,2
False,0,0,1,0,0,0,0,0,1,0,3422,3,3,3,2,3,2,1
True,0,0,0,0,0,0,1,0,0,0,3242,3,3,4,3,3,3,2
True,0,0,0,0,0,0,0,0,0,0,1355,2,2,3,2,3,3,2
True,1,0,0,0,0,0,0,1,0,0,2538,2,3,2,1,2,2,2
True,0,1,1,0,0,0,0,0,0,0,2505,2,2,2,3,3,1,1
True,0,0,0,0,0,0,0,1,0,1,2144,3,3,3,2,2,2,2
True,0,0,1,0,0,0,0,0,0,0,2845,1,2,2,2,1,3,3
True,0,0,0,0,0,0,0,1,0,0,1996,2,2,3,2,3,1,2
True,0,0,0,0,0,1,0,0,0,1,2789,3,3,3,3,3,2,3
True,0,0,0,0,0,0,0,0,0,0,3527,3,3,2,3,3,2,1
True,0,0,0,1,1,0,0,0,0,0,2940,1,2,2,3,2,2,2
False,0,1,1,0,0,0,0,0,0,0,2280,3,3,3,3,3,2,2
True,0,0,0,0,0,0,0,0,0,0,2301,2,1,2,3,2,4,1
True,0,0,0,0,0,0,0,0,0,0,2989,2,2,2,2,1,3,2
False,0,0,0,0,0,0,0,0,0,0,3230,3,3,2,2,3,1,1
True,0,1,1,0,0,0,1,0,0,0,3347,1,3,3,4,2,3,1
False,0,0,0,0,1,0,0,0,0,0,2465,2,3,2,2,2,1,2
True,0,0,1,0,0,1,0,0,0,0,2978,2,3,3,4,3,3,2
True,1,1,1,0,0,0,0,0,0,0,2080,3,2,3,2,2,1,3
True,0,0,0,0,0,0,1,0,0,0,2752,2,2,2,4,2,2,2
False,0,0,0,0,0,0,0,0,0,0,2562,1,2,3,3,2,4,2
False,0,1,1,1,0,0,0,0,0,0,2861,3,4,3,2,3,3,2
False,0,0,0,0,0,0,0,0,1,0,3214,3,3,2,3,3,3,2
True,0,0,0,0,0,0,1,0,0,1,2905,2,3,2,3,3,2,2
True,0,0,0,0,0,0,0,0,0,0,1942,2,3,2,2,3,2,2
False,0,0,0,0,0,0,0,0,0,0,1816,3,3,3,2,3,1,1
False,0,0,0,1,0,0,0,0,0,0,3529,1,2,3,3,3,2,2
False,0,0,0,0,1,0,0,0,1,0,1766,2,2,2,3,1,2,2
True,0,1,0,0,0,0,0,0,0,0,2824,3,2,3,1,3,3,2
True,1,0,0,1,0,0,0,0,0,0,3069,2,2,1,2,2,1,2
True,0,1,0,0,0,0,0,0,1,0,1720,2,1,2,2,2,3,2
True,1,0,1,0,0,0,0,0,0,1,3215,2,3,3,3,2,3,2
False,0,0,0,0,0,0,0,0,1,0,2166,3,4,2,3,2,3,1
True,0,0,0,0,0,0,0,0,0,0,2017,2,3,2,2,2,3,1
False,0,0,1,0,0,0,0,0,1,0,1485,1,2,2,2,3,3,2
False,0,1,0,0,0,0,0,0,0,0,2686,2,2,2,3,3,2,2
False,0,0,0,0,0,0,0,0,0,0,3043,2,3,2,3,3,2,2
False,0,0,0,0,0,0,0,1,0,0,2120,4,2,1,2,3,2,2
False,0,0,0,0,0,1,0,0,1,0,3188,2,3,3,2,2,3,1
False,1,0,1,0,0,0,0,0,0,0,2072,3,3,2,2,2,2,1
False,0,0,0,0,0,0,0,0,0,0,3109,3,2,3,3,2,3,2
False,0,0,0,0,0,0,0,1,0,1,2734,2,1,2,3,2,2,1
False,1,0,1,0,1,0,0,0,0,0,3436,4,4,3,2,3,2,3
True,1,1,0,0,0,0,0,0,0,1,2033,2,2,3,3,3,2,1
True,1,0,0,0,0,0,0,0,1,0,2361,2,2,2,2,2,2,1
True,0,0,0,0,0,0,0,0,0,0,413,1,5,3,5,2,3,2
True,0,0,0,1,0,0,0,0,0,0,746,4,2,3,4,3,4,2
True,0,0,0,0,0,0,1,0,0,0,2003,2,2,2,2,2,1,2
True,0,1,0,0,0,0,0,1,0,0,2010,2,2,2,3,2,3,2
False,1,1,0,0,0,0,0,0,0,0,2139,3,3,2,2,2,3,1
True,1,0,0,0,0,0,0,0,0,0,2347,2,2,3,3,2,2,2
False,0,0,0,0,0,0,0,0,0,0,3106,2,3,2,2,2,1,2
True,0,0,0,0,0,1,0,0,0,0,2304,3,2,2,3,3,3,3
True,0,0,0,0,0,0,0,0,0,0,2593,2,2,3,3,1,3,2
False,0,0,0,0,0,0,0,0,0,0,2825,2,2,2,3,3,2,2
True,0,0,0,1,1,0,0,0,0,0,2847,3,3,2,1,3,1,3
False,0,1,1,0,0,0,0,0,0,1,3232,3,3,2,2,2,1,2
False,0,0,0,0,0,0,0,0,1,0,3045,3,2,2,3,2,3,1
False,0,0,0,0,1,0,0,0,0,0,3110,2,2,2,2,2,2,3
False,0,0,0,0,0,0,0,1,0,0,3292,3,3,3,2,2,3,2
True,0,1,0,0,0,1,0,1,0,0,2276,2,3,2,2,3,2,2
True,1,0,0,1,0,0,0,0,1,0,1045,2,2,2,1,2,2,1
True,1,0,0,1,0,0,0,0,0,0,2494,2,3,2,3,2,3,3
True,1,1,0,0,1,0,0,0,0,0,3212,2,3,2,3,2,1,1
True,0,0,0,0,1,0,0,0,0,0,2837,3,3,3,3,4,3,2
True,0,0,0,0,0,0,1,0,1,0,2811,3,3,2,3,3,3,3
True,0,1,1,0,0,0,0,0,1,0,2154,2,1,3,3,2,1,1
True,0,1,0,0,0,0,0,0,0,1,2169,2,3,3,3,2,2,2
True,0,0,0,0,0,0,0,0,0,0,1831,3,3,3,3,3,4,2
True,0,0,0,0,1,1,0,0,0,1,3103,2,2,2,2,3,3,2
True,1,1,0,0,0,0,0,0,0,0,2099,2,3,2,4,2,2,1
False,0,1,0,0,0,0,0,0,0,0,2033,2,2,2,2,3,3,1
False,0,0,0,1,0,0,0,1,0,0,3315,3,2,3,3,3,3,3
True,1,0,0,0,0,1,0,0,0,1,4219,2,3,3,2,2,2,2
True,0,0,0,0,0,0,0,0,1,0,2064,3,3,3,2,3,2,3
False,0,0,0,0,0,0,0,0,0,0,2183,2,4,4,2,3,1,2
True,1,0,0,0,1,0,0,0,0,0,2029,2,3,1,2,2,2,2
False,0,0,0,0,0,0,1,0,0,0,2915,2,3,1,3,3,1,2
False,1,0,0,1,0,0,0,0,0,0,2401,2,3,2,3,2,3,2
True,0,0,0,0,0,0,0,0,0,0,2046,2,2,2,3,2,2,2
False,0,1,0,0,1,0,0,0,0,0,3154,3,3,2,3,2,4,3
True,0,0,0,0,0,1,0,0,0,0,2460,2,2,2,2,2,2,2
False,0,0,0,0,0,0,0,0,0,1,2024,2,3,2,3,2,2,2
False,0,0,0,0,1,0,0,0,0,0,2669,2,2,2,2,3,2,2
False,0,0,0,0,0,0,0,0,0,0,2246,2,3,2,3,2,2,1
False,0,0,1,0,0,0,0,1,0,0,3846,3,3,2,3,3,2,2
True,0,0,0,0,0,0,0,0,0,1,2939,3,3,2,3,3,2,3
True,0,0,0,0,0,1,0,1,0,0,2684,2,2,3,3,2,1,2
True,1,1,0,0,0,0,0,0,0,0,2333,3,3,3,3,2,2,2
False,0,1,1,1,0,0,0,0,0,0,2944,2,2,2,2,3,2,1
False,1,0,0,0,0,0,0,0,0,0,3784,3,2,2,2,3,2,2
False,1,0,0,0,0,0,0,0,0,0,1621,3,3,2,3,3,1,2
False,1,0,1,0,0,0,0,0,0,0,2720,2,2,3,4,3,2,2
True,0,1,0,0,1,0,0,1,0,1,2880,2,2,2,2,3,2,1
True,0,0,0,1,0,0,0,0,0,1,1734,3,3,2,2,2,2,2
True,0,0,0,0,0,0,0,1,0,0,3069,1,2,2,3,2,2,2
False,0,0,0,0,0,0,0,0,0,0,2901,3,3,2,3,4,1,3
True,0,1,1,0,0,0,0,0,0,0,2125,3,3,3,1,3,3,2
True,0,0,1,1,0,0,0,0,0,0,2000,2,3,1,3,3,1,1
True,1,0,0,0,0,0,0,0,0,0,1850,2,3,3,2,1,2,3
True,1,0,0,0,0,1,1,0,0,0,1616,2,3,2,3,2,2,3
False,0,0,1,0,0,1,0,0,0,1,2653,3,3,2,3,3,3,2
True,0,0,0,0,1,0,0,0,0,0,613,2,3,3,1,3,3,2
False,0,1,0,0,0,0,1,0,0,0,3196,2,2,3,3,1,2,2
False,0,0,0,1,0,0,0,0,0,0,4351,3,5,3,2,3,1,3
False,0,1,0,1,0,0,0,1,0,0,2520,3,2,3,3,3,2,2
False,1,1,0,0,0,0,0,0,0,0,1991,2,2,1,2,3,3,1
True,1,0,0,1,0,0,0,0,0,0,3354,2,3,3,2,2,2,2
True,1,0,0,1,0,0,0,0,0,0,2172,3,3,2,3,2,3,2
True,0,0,0,0,0,0,1,0,0,0,2466,2,2,2,3,2,2,2
False,0,0,0,0,1,0,0,0,0,0,3247,2,2,2,2,2,2,3
True,1,0,0,0,0,0,0,0,0,0,2780,2,3,2,2,2,2,2
False,0,1,0,0,1,0,0,0,0,0,2330,2,4,2,2,3,2,1
False,0,0,0,0,0,1,1,0,0,0,2052,3,2,2,3,2,2,1
False,0,1,1,0,0,1,0,0,0,0,3403,4,4,2,3,3,3,3
False,0,1,0,0,1,0,0,0,0,0,2651,3,2,1,3,3,3,2
False,0,0,0,0,0,0,0,0,0,0,2201,3,3,2,2,2,2,3
True,0,0,0,0,0,0,0,0,0,0,3114,1,2,2,2,1,3,2
False,0,1,0,1,0,0,0,0,1,0,2248,2,4,3,3,2,2,1
True,0,0,0,0,1,0,1,1,0,0,3024,3,3,2,2,2,2,3
False,1,1,1,0,0,0,0,1,0,0,2822,1,4,2,3,2,3,1
True,0,0,0,0,1,0,0,0,0,0,2051,1,3,2,3,1,3,1
False,0,0,0,1,0,0,0,0,0,0,2118,3,3,1,3,2,2,3
True,1,0,0,0,0,1,1,0,0,0,2609,2,2,2,2,2,2,1
False,0,0,0,0,0,0,1,0,0,0,3023,2,2,2,2,2,2,1
True,0,0,0,0,1,0,0,0,0,0,2088,2,2,3,2,2,2,2
False,1,0,0,0,0,0,0,0,0,0,2883,3,3,3,3,2,3,3
True,0,1,1,0,0,0,0,0,0,0,2650,2,1,4,2,4,2,2
False,0,1,0,0,0,0,0,0,0,0,1844,2,2,3,1,2,3,2
True,0,0,0,0,0,0,0,0,0,0,3172,3,3,3,1,4,2,2
False,0,0,0,0,0,0,0,0,0,0,2473,2,1,2,3,2,2,1
True,0,0,0,0,0,0,0,1,0,0,3064,1,3,2,2,2,2,2
True,1,0,1,0,0,0,0,0,0,0,3078,2,4,2,2,2,3,1
True,0,0,0,0,0,0,0,0,0,1,2276,2,2,3,3,2,1,2
True,0,0,0,0,0,0,1,0,0,0,3223,2,3,2,3,2,2,2
True,0,0,0,0,0,1,0,0,0,0,3125,2,3,3,3,2,4,1
True,0,0,0,0,0,0,0,0,0,0,1944,2,2,1,3,2,3,2
True,0,0,0,0,0,1,1,0,0,1,2053,3,3,2,3,3,2,2
False,0,0,0,0,0,1,0,0,0,0,2792,2,2,2,1,3,2,2
False,0,0,1,0,0,0,0,0,0,0,1915,3,3,3,2,2,2,2
False,0,0,0,0,0,0,1,0,0,0,3909,3,3,3,2,3,4,2
True,0,0,0,0,0,0,0,0,0,0,2086,3,2,3,2,3,2,2
True,0,1,0,0,0,0,0,1,0,0,2546,3,2,3,2,3,3,2
True,0,0,0,1,0,1,0,1,0,0,4208,2,5,2,4,3,3,2
False,0,0,0,1,1,0,1,0,0,0,2268,2,2,3,3,3,2,2
True,0,0,0,0,0,0,0,0,0,0,2056,3,3,1,3,3,2,2
False,1,0,0,0,0,0,0,0,1,1,3739,3,3,2,3,2,3,1
True,0,0,0,0,1,0,0,0,0,0,2248,3,2,3,3,3,2,2
False,0,0,0,0,0,0,0,0,0,1,2599,3,2,3,3,3,2,2
True,0,1,0,0,0,0,0,0,1,0,1767,1,3,3,4,2,2,1
True,0,1,0,0,0,0,0,0,0,0,2046,2,2,2,2,2,2,1
False,0,0,0,0,0,0,0,1,1,0,1519,3,2,2,4,3,2,2
True,0,1,0,0,0,0,0,0,0,0,2909,3,4,3,3,3,3,3
False,0,1,0,0,0,0,0,0,0,1,2892,3,2,2,2,3,2,1
True,0,0,1,0,0,0,1,0,0,1,2489,4,4,3,2,4,1,3
True,0,0,0,0,0,0,0,0,0,0,2195,2,3,2,2,3,1,3
False,0,0,0,0,0,0,1,0,0,0,2009,2,3,3,3,2,4,2
True,0,1,0,0,0,0,0,0,0,0,3400,3,3,3,1,3,2,3
False,0,0,1,0,0,0,0,0,0,0,1384,1,2,2,3,2,1,2
True,1,0,0,0,0,0,0,0,0,1,1787,2,2,3,1,2,2,2
True,0,0,0,0,0,0,1,0,0,0,3279,2,2,2,4,2,2,2
True,0,0,0,0,0,0,1,0,1,0,2215,3,3,3,3,2,4,2
True,0,1,0,0,0,0,1,0,1,0,409,3,2,2,2,3,2,5
False,0,0,0,0,0,0,0,0,0,0,3143,2,3,4,2,2,2,2
False,0,0,1,0,0,0,0,0,0,0,2084,2,4,2,3,3,1,2
True,0,0,0,0,0,0,0,1,0,0,2731,2,3,4,2,2,1,2
False,0,0,0,0,0,0,1,1,0,0,3211,2,2,1,3,2,3,1
True,0,0,0,0,0,0,0,0,0,0,1751,2,2,1,3,2,3,2
False,0,0,0,0,0,1,0,0,0,0,2527,3,2,3,2,2,2,2
True,0,0,0,1,0,0,0,0,0,0,3870,3,3,3,3,3,2,2
True,0,0,0,1,0,0,0,0,0,0,2771,3,3,2,3,2,2,3
True,0,0,0,0,0,1,0,0,0,0,2762,3,3,2,3,3,2,3
False,0,1,0,1,0,1,0,0,0,0,2130,4,4,2,3,3,3,2
False,0,1,0,0,0,1,0,0,0,1,2534,2,3,1,1,2,1,1
True,0,0,0,0,0,0,0,0,0,1,2604,3,2,2,3,3,3,2
True,0,1,0,0,0,0,0,0,0,0,2907,3,3,3,4,3,3,2
False,0,0,1,0,0,0,1,1,0,0,2926,1,2,3,2,3,2,1
False,0,0,0,0,0,1,0,0,0,0,3016,3,3,2,2,2,3,1
True,0,0,0,0,1,0,0,0,0,0,1541,2,2,2,2,3,3,2
True,1,1,0,0,0,0,0,0,0,0,2111,3,2,2,2,2,3,3
True,0,0,1,0,0,0,0,0,1,0,1544,1,3,2,3,2,2,1
True,0,0,1,0,0,0,0,0,0,1,2247,2,1,2,3,1,2,2
True,1,1,0,0,0,0,0,0,0,0,2877,3,3,2,2,2,1,3
True,0,0,0,0,0,0,0,0,0,0,2602,2,2,2,4,2,2,3
False,1,0,1,0,0,0,1,0,0,0,1837,2,2,2,2,2,2,2
False,1,0,0,0,0,0,0,0,0,1,2195,4,4,3,2,3,2,2
True,0,1,0,1,0,0,0,0,0,1,1680,3,4,2,4,2,2,1
False,0,0,0,0,0,0,0,1,0,0,3136,2,2,2,2,2,2,2
False,1,0,0,0,0,1,0,0,0,0,2952,2,3,3,2,2,3,2
False,0,0,0,1,0,0,0,0,1,0,2723,3,3,1,2,3,2,1
False,0,1,0,0,0,0,0,0,0,0,2039,3,3,2,2,3,2,2
False,0,0,0,0,0,0,0,0,0,0,2550,2,2,1,4,1,2,2
False,1,1,0,0,0,0,0,0,0,0,2425,3,3,2,2,3,2,2
False,0,0,1,0,0,1,1,0,0,0,4086,3,3,3,1,3,3,3
False,0,0,0,1,0,0,1,0,0,0,2993,2,2,2,2,3,2,2
False,0,0,0,0,0,0,0,1,0,0,2636,2,2,2,3,2,2,2
True,0,0,0,0,0,0,0,0,0,0,3030,3,3,3,3,3,1,1
False,0,1,0,0,0,0,0,0,0,0,1201,2,3,3,3,3,2,5
True,0,0,0,0,0,0,0,0,1,0,4089,2,3,2,2,3,1,2
True,0,0,0,0,0,0,0,1,0,1,3807,2,4,3,3,2,3,2
False,0,1,0,0,0,0,0,0,0,0,2991,3,3,2,2,2,2,2
False,0,1,0,0,1,0,0,0,0,0,2903,2,2,2,3,3,2,2
False,0,0,0,0,0,0,0,0,1,0,2102,2,3,2,3,3,2,2
True,0,0,0,0,0,0,0,0,0,0,2571,3,2,2,1,2,2,1
False,0,0,0,0,0,0,0,0,0,0,2628,3,3,3,2,3,3,2
